Time,Temperature,delta_R,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,0.04806622852048457,rbf,thin_plate,0.0,,
2.101010101010101,460.0,0.05441232908259916,rbf,thin_plate,0.0,,
2.202020202020202,460.0,0.06052761332417384,rbf,thin_plate,0.0,,
2.303030303030303,460.0,0.06641599822865665,rbf,thin_plate,0.0,,
2.404040404040404,460.0,0.0720803388216989,rbf,thin_plate,0.0,,
2.505050505050505,460.0,0.07752224415743832,rbf,thin_plate,0.0,,
2.606060606060606,460.0,0.08274190037222931,rbf,thin_plate,0.0,,
2.707070707070707,460.0,0.08773791264365305,rbf,thin_plate,0.0,,
2.808080808080808,460.0,0.09250718112851662,rbf,thin_plate,0.0,,
2.909090909090909,460.0,0.09704482922032093,rbf,thin_plate,0.0,,
3.0101010101010104,460.0,0.10134420531253122,rbf,thin_plate,0.0,,
3.111111111111111,460.0,0.1053969809782628,rbf,thin_plate,0.0,,
3.212121212121212,460.0,0.10919336810762618,rbf,thin_plate,0.0,,
3.313131313131313,460.0,0.11272247388732726,rbf,thin_plate,0.0,,
3.4141414141414144,460.0,0.11597280433973135,rbf,thin_plate,0.0,,
3.515151515151515,460.0,0.11893291359087324,rbf,thin_plate,0.0,,
3.616161616161616,460.0,0.12159217716957611,rbf,thin_plate,0.0,,
3.717171717171717,460.0,0.12394164509230562,rbf,thin_plate,0.0,,
3.8181818181818183,460.0,0.1259749078896523,rbf,thin_plate,0.0,,
3.919191919191919,460.0,0.1276888914461039,rbf,thin_plate,0.0,,
4.020202020202021,460.0,0.12908449040431064,rbf,thin_plate,0.0,,
4.121212121212121,460.0,0.13016695911867093,rbf,thin_plate,0.0,,
4.222222222222222,460.0,0.13094600402533238,rbf,thin_plate,0.0,,
4.3232323232323235,460.0,0.13143555713560184,rbf,thin_plate,0.0,,
4.424242424242424,460.0,0.13165324847391213,rbf,thin_plate,0.0,,
4.525252525252525,460.0,0.13161962590151524,rbf,thin_plate,0.0,,
4.626262626262626,460.0,0.13135718648259478,rbf,thin_plate,0.0,,
4.727272727272727,460.0,0.13088928155076537,rbf,thin_plate,0.0,,
4.828282828282829,460.0,0.13023893979594833,rbf,thin_plate,0.0,,
4.929292929292929,460.0,0.12942762380694603,rbf,thin_plate,0.0,,
5.03030303030303,460.0,0.12847390077321713,rbf,thin_plate,0.0,,
5.1313131313131315,460.0,0.12739197079771286,rbf,thin_plate,0.0,,
5.232323232323232,460.0,0.1261899560789754,rbf,thin_plate,0.0,,
5.333333333333334,460.0,0.12486780447968102,rbf,thin_plate,0.0,,
5.434343434343434,460.0,0.12341458327615507,rbf,thin_plate,0.0,,
5.5353535353535355,460.0,0.12180478693905727,rbf,thin_plate,0.0,,
5.636363636363637,460.0,0.1199929326347477,rbf,thin_plate,0.0,,
5.737373737373737,460.0,0.11790478406977598,rbf,thin_plate,0.0,,
5.838383838383838,460.0,0.11542051855414545,rbf,thin_plate,0.0,,
5.9393939393939394,460.0,0.11233097598578154,rbf,thin_plate,0.0,,
6.040404040404041,460.0,0.10808865256959668,rbf,thin_plate,0.0,,
6.141414141414141,460.0,0.10255122464431142,rbf,thin_plate,0.0,,
6.242424242424242,460.0,0.09636897129532088,rbf,thin_plate,0.0,,
6.343434343434343,460.0,0.08979958325733507,rbf,thin_plate,0.0,,
6.444444444444445,460.0,0.08299409001901795,rbf,thin_plate,0.0,,
6.545454545454545,460.0,0.07605392932313759,rbf,thin_plate,0.0,,
6.646464646464646,460.0,0.06905115243748505,rbf,thin_plate,0.0,,
6.747474747474747,460.0,0.062038769430982105,rbf,thin_plate,0.0,,
6.848484848484849,460.0,0.05505721916837433,rbf,thin_plate,0.0,,
6.94949494949495,460.0,0.04813899112682303,rbf,thin_plate,0.0,,
7.05050505050505,460.0,0.04131227781329458,rbf,thin_plate,0.0,,
7.151515151515151,460.0,0.034604132946638326,rbf,thin_plate,0.0,,
7.252525252525253,460.0,0.02804346282388375,rbf,thin_plate,0.0,,
7.353535353535354,460.0,0.021664144360180878,rbf,thin_plate,0.0,,
7.454545454545454,460.0,0.015508612014202975,rbf,thin_plate,0.0,,
7.555555555555555,460.0,0.00963242453616329,rbf,thin_plate,0.0,,
7.656565656565657,460.0,0.004110765297050194,rbf,thin_plate,0.0,,
7.757575757575758,460.0,-0.0009509282361670774,rbf,thin_plate,0.0,,
7.858585858585858,460.0,-0.005395754263405838,rbf,thin_plate,0.0,,
7.959595959595959,460.0,-0.008954535878537395,rbf,thin_plate,0.0,,
8.06060606060606,460.0,-0.010939281943435781,rbf,thin_plate,0.0,,
8.161616161616163,460.0,-0.011515737492179722,rbf,thin_plate,0.0,,
8.262626262626263,460.0,-0.011287704645261269,rbf,thin_plate,0.0,,
8.363636363636363,460.0,-0.010499000406251298,rbf,thin_plate,0.0,,
8.464646464646464,460.0,-0.0093007533648468,rbf,thin_plate,0.0,,
8.565656565656566,460.0,-0.00779829088247272,rbf,thin_plate,0.0,,
8.666666666666668,460.0,-0.00606907360549808,rbf,thin_plate,0.0,,
8.767676767676768,460.0,-0.004171940520188854,rbf,thin_plate,0.0,,
8.868686868686869,460.0,-0.0021527019387848267,rbf,thin_plate,0.0,,
8.969696969696969,460.0,-4.785922158419853e-05,rbf,thin_plate,0.0,,
9.070707070707071,460.0,0.0021127817667422897,rbf,thin_plate,0.0,,
9.171717171717171,460.0,0.004304219823260571,rbf,thin_plate,0.0,,
9.272727272727273,460.0,0.006504872482666524,rbf,thin_plate,0.0,,
9.373737373737374,460.0,0.008695557436301236,rbf,thin_plate,0.0,,
9.474747474747474,460.0,0.010858746822495593,rbf,thin_plate,0.0,,
