Time,Temperature,A32,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,14.299961477212186,rbf,cubic,0.0,,
2.101010101010101,460.0,14.103889838541116,rbf,cubic,0.0,,
2.202020202020202,460.0,13.905321488409978,rbf,cubic,0.0,,
2.303030303030303,460.0,13.704246254183408,rbf,cubic,0.0,,
2.404040404040404,460.0,13.500623946241252,rbf,cubic,0.0,,
2.505050505050505,460.0,13.294383536173887,rbf,cubic,0.0,,
2.606060606060606,460.0,13.08542317981306,rbf,cubic,0.0,,
2.707070707070707,460.0,12.873611354351082,rbf,cubic,0.0,,
2.808080808080808,460.0,12.658789412414343,rbf,cubic,0.0,,
2.909090909090909,460.0,12.440775878945896,rbf,cubic,0.0,,
3.0101010101010104,460.0,12.21937282034812,rbf,cubic,0.0,,
3.111111111111111,460.0,11.99437458812195,rbf,cubic,0.0,,
3.212121212121212,460.0,11.765579167726871,rbf,cubic,0.0,,
3.313131313131313,460.0,11.532802233702753,rbf,cubic,0.0,,
3.4141414141414144,460.0,11.295893813593814,rbf,cubic,0.0,,
3.515151515151515,460.0,11.054757193836577,rbf,cubic,0.0,,
3.616161616161616,460.0,10.809369373958841,rbf,cubic,0.0,,
3.717171717171717,460.0,10.559802026216541,rbf,cubic,0.0,,
3.8181818181818183,460.0,10.3062416045626,rbf,cubic,0.0,,
3.919191919191919,460.0,10.049007044329738,rbf,cubic,0.0,,
4.020202020202021,460.0,9.788563475277433,rbf,cubic,0.0,,
4.121212121212121,460.0,9.525530580829257,rbf,cubic,0.0,,
4.222222222222222,460.0,9.26068466811744,rbf,cubic,0.0,,
4.3232323232323235,460.0,8.994954097556588,rbf,cubic,0.0,,
4.424242424242424,460.0,8.729408340243692,rbf,cubic,0.0,,
4.525252525252525,460.0,8.465241457685835,rbf,cubic,0.0,,
4.626262626262626,460.0,8.2037511317832,rbf,cubic,0.0,,
4.727272727272727,460.0,7.946314472267438,rbf,cubic,0.0,,
4.828282828282829,460.0,7.694361715407414,rbf,cubic,0.0,,
4.929292929292929,460.0,7.4493486694984155,rbf,cubic,0.0,,
5.03030303030303,460.0,7.212728447148191,rbf,cubic,0.0,,
5.1313131313131315,460.0,6.985922735520336,rbf,cubic,0.0,,
5.232323232323232,460.0,6.770292659013317,rbf,cubic,0.0,,
5.333333333333334,460.0,6.5671092259957895,rbf,cubic,0.0,,
5.434343434343434,460.0,6.377523439405894,rbf,cubic,0.0,,
5.5353535353535355,460.0,6.202536382831387,rbf,cubic,0.0,,
5.636363636363637,460.0,6.042969935303685,rbf,cubic,0.0,,
5.737373737373737,460.0,5.899439157280381,rbf,cubic,0.0,,
5.838383838383838,460.0,5.772327739022599,rbf,cubic,0.0,,
5.9393939393939394,460.0,5.661768108908205,rbf,cubic,0.0,,
6.040404040404041,460.0,5.567637391886676,rbf,cubic,0.0,,
6.141414141414141,460.0,5.489915596530464,rbf,cubic,0.0,,
6.242424242424242,460.0,5.4287994556988,rbf,cubic,0.0,,
6.343434343434343,460.0,5.384259220154904,rbf,cubic,0.0,,
6.444444444444445,460.0,5.356023648010192,rbf,cubic,0.0,,
6.545454545454545,460.0,5.343603347074244,rbf,cubic,0.0,,
6.646464646464646,460.0,5.346318184465077,rbf,cubic,0.0,,
6.747474747474747,460.0,5.363326843828937,rbf,cubic,0.0,,
6.848484848484849,460.0,5.393656759172304,rbf,cubic,0.0,,
6.94949494949495,460.0,5.436232975091445,rbf,cubic,0.0,,
7.05050505050505,460.0,5.489904883815753,rbf,cubic,0.0,,
7.151515151515151,460.0,5.553470189893902,rbf,cubic,0.0,,
7.252525252525253,460.0,5.625695799353073,rbf,cubic,0.0,,
7.353535353535354,460.0,5.705335595120738,rbf,cubic,0.0,,
7.454545454545454,460.0,5.791145239679888,rbf,cubic,0.0,,
7.555555555555555,460.0,5.881894248651726,rbf,cubic,0.0,,
7.656565656565657,460.0,5.9763756215519495,rbf,cubic,0.0,,
7.757575757575758,460.0,6.073413316805105,rbf,cubic,0.0,,
7.858585858585858,460.0,6.171867834853523,rbf,cubic,0.0,,
7.959595959595959,460.0,6.2706401410529065,rbf,cubic,0.0,,
8.06060606060606,460.0,6.3686869804186035,rbf,cubic,0.0,,
8.161616161616163,460.0,6.465201489941223,rbf,cubic,0.0,,
8.262626262626263,460.0,6.559569022929076,rbf,cubic,0.0,,
