Time,Temperature,R_bar,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,0.37928427858927727,rbf,thin_plate,0.0,,
2.101010101010101,460.0,0.39132271205079217,rbf,thin_plate,0.0,,
2.202020202020202,460.0,0.40288461469717474,rbf,thin_plate,0.0,,
2.303030303030303,460.0,0.41398298097515185,rbf,thin_plate,0.0,,
2.404040404040404,460.0,0.42463109385871517,rbf,thin_plate,0.0,,
2.505050505050505,460.0,0.43484250870654123,rbf,thin_plate,0.0,,
2.606060606060606,460.0,0.44463103297033146,rbf,thin_plate,0.0,,
2.707070707070707,460.0,0.45401070114839204,rbf,thin_plate,0.0,,
2.808080808080808,460.0,0.4629957443001481,rbf,thin_plate,0.0,,
2.909090909090909,460.0,0.4716005533655442,rbf,thin_plate,0.0,,
3.0101010101010104,460.0,0.4798396354871327,rbf,thin_plate,0.0,,
3.111111111111111,460.0,0.487727562542338,rbf,thin_plate,0.0,,
3.212121212121212,460.0,0.49527891120152406,rbf,thin_plate,0.0,,
3.313131313131313,460.0,0.5025081940862562,rbf,thin_plate,0.0,,
3.4141414141414144,460.0,0.5094297820636737,rbf,thin_plate,0.0,,
3.515151515151515,460.0,0.5160578184085606,rbf,thin_plate,0.0,,
3.616161616161616,460.0,0.5224061264749891,rbf,thin_plate,0.0,,
3.717171717171717,460.0,0.5284881135393507,rbf,thin_plate,0.0,,
3.8181818181818183,460.0,0.5343166743939866,rbf,thin_plate,0.0,,
3.919191919191919,460.0,0.5399040987788603,rbf,thin_plate,0.0,,
4.020202020202021,460.0,0.5452619865026294,rbf,thin_plate,0.0,,
4.121212121212121,460.0,0.5504011728727594,rbf,thin_plate,0.0,,
4.222222222222222,460.0,0.5553316647758638,rbf,thin_plate,0.0,,
4.3232323232323235,460.0,0.5600625846280725,rbf,thin_plate,0.0,,
4.424242424242424,460.0,0.5646021158515965,rbf,thin_plate,0.0,,
4.525252525252525,460.0,0.5689574399638431,rbf,thin_plate,0.0,,
4.626262626262626,460.0,0.5731346520669293,rbf,thin_plate,0.0,,
4.727272727272727,460.0,0.5771386384796513,rbf,thin_plate,0.0,,
4.828282828282829,460.0,0.5809728971075881,rbf,thin_plate,0.0,,
4.929292929292929,460.0,0.5846392772354614,rbf,thin_plate,0.0,,
5.03030303030303,460.0,0.5881376097567835,rbf,thin_plate,0.0,,
5.1313131313131315,460.0,0.5914651899002816,rbf,thin_plate,0.0,,
5.232323232323232,460.0,0.5946160595627521,rbf,thin_plate,0.0,,
5.333333333333334,460.0,0.5975800099261872,rbf,thin_plate,0.0,,
5.434343434343434,460.0,0.60034117488059,rbf,thin_plate,0.0,,
5.5353535353535355,460.0,0.6028759822122568,rbf,thin_plate,0.0,,
5.636363636363637,460.0,0.6051499927963697,rbf,thin_plate,0.0,,
5.737373737373737,460.0,0.607112539237148,rbf,thin_plate,0.0,,
5.838383838383838,460.0,0.6086860935828844,rbf,thin_plate,0.0,,
5.9393939393939394,460.0,0.6097380530145758,rbf,thin_plate,0.0,,
6.040404040404041,460.0,0.6099187744531763,rbf,thin_plate,0.0,,
6.141414141414141,460.0,0.6091458523933999,rbf,thin_plate,0.0,,
6.242424242424242,460.0,0.607856362232642,rbf,thin_plate,0.0,,
6.343434343434343,460.0,0.6062348431330647,rbf,thin_plate,0.0,,
6.444444444444445,460.0,0.6043991703157124,rbf,thin_plate,0.0,,
6.545454545454545,460.0,0.6024372716684399,rbf,thin_plate,0.0,,
6.646464646464646,460.0,0.6004197369918447,rbf,thin_plate,0.0,,
6.747474747474747,460.0,0.5984059186323274,rbf,thin_plate,0.0,,
6.848484848484849,460.0,0.5964474222574588,rbf,thin_plate,0.0,,
6.94949494949495,460.0,0.5945902932322259,rbf,thin_plate,0.0,,
7.05050505050505,460.0,0.5928764379885575,rbf,thin_plate,0.0,,
7.151515151515151,460.0,0.5913445376177094,rbf,thin_plate,0.0,,
7.252525252525253,460.0,0.5900305934667844,rbf,thin_plate,0.0,,
7.353535353535354,460.0,0.588968194578639,rbf,thin_plate,0.0,,
7.454545454545454,460.0,0.588188580961581,rbf,thin_plate,0.0,,
7.555555555555555,460.0,0.5877205848886542,rbf,thin_plate,0.0,,
7.656565656565657,460.0,0.5875905692501084,rbf,thin_plate,0.0,,
7.757575757575758,460.0,0.5878225796304952,rbf,thin_plate,0.0,,
7.858585858585858,460.0,0.5884392357548525,rbf,thin_plate,0.0,,
7.959595959595959,460.0,0.5894654750380676,rbf,thin_plate,0.0,,
8.06060606060606,460.0,0.5909496669875645,rbf,thin_plate,0.0,,
8.161616161616163,460.0,0.5928742942942625,rbf,thin_plate,0.0,,
8.262626262626263,460.0,0.5951851724057353,rbf,thin_plate,0.0,,
8.363636363636363,460.0,0.597847706305403,rbf,thin_plate,0.0,,
8.464646464646464,460.0,0.6008287129777161,rbf,thin_plate,0.0,,
8.565656565656566,460.0,0.6040938451138959,rbf,thin_plate,0.0,,
8.666666666666668,460.0,0.6076071328374631,rbf,thin_plate,0.0,,
8.767676767676768,460.0,0.6113311562451832,rbf,thin_plate,0.0,,
8.868686868686869,460.0,0.6152274387931101,rbf,thin_plate,0.0,,
8.969696969696969,460.0,0.6192568956538177,rbf,thin_plate,0.0,,
9.070707070707071,460.0,0.6233802589343668,rbf,thin_plate,0.0,,
9.171717171717171,460.0,0.6275584433555096,rbf,thin_plate,0.0,,
9.272727272727273,460.0,0.6317528388561378,rbf,thin_plate,0.0,,
9.373737373737374,460.0,0.6359255295137394,rbf,thin_plate,0.0,,
