Time,Temperature,Rm,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,2478.164542489385,rbf,linear,1.0,,
2.101010101010101,460.0,2462.8653491785526,rbf,linear,1.0,,
2.202020202020202,460.0,2447.786996981128,rbf,linear,1.0,,
2.303030303030303,460.0,2432.930568008197,rbf,linear,1.0,,
2.404040404040404,460.0,2418.2972421309096,rbf,linear,1.0,,
2.505050505050505,460.0,2403.88832823857,rbf,linear,1.0,,
2.606060606060606,460.0,2389.7052949507943,rbf,linear,1.0,,
2.707070707070707,460.0,2375.74979833813,rbf,linear,1.0,,
2.808080808080808,460.0,2362.0237032253613,rbf,linear,1.0,,
2.909090909090909,460.0,2348.529093507358,rbf,linear,1.0,,
3.0101010101010104,460.0,2335.268265687767,rbf,linear,1.0,,
3.111111111111111,460.0,2322.24369874049,rbf,linear,1.0,,
3.212121212121212,460.0,2309.457992705041,rbf,linear,1.0,,
3.313131313131313,460.0,2296.913768611227,rbf,linear,1.0,,
3.4141414141414144,460.0,2284.613523939601,rbf,linear,1.0,,
3.515151515151515,460.0,2272.5594413897384,rbf,linear,1.0,,
3.616161616161616,460.0,2260.7531545140246,rbf,linear,1.0,,
3.717171717171717,460.0,2249.195481463694,rbf,linear,1.0,,
3.8181818181818183,460.0,2237.8861465098094,rbf,linear,1.0,,
3.919191919191919,460.0,2226.8235160848835,rbf,linear,1.0,,
4.020202020202021,460.0,2216.0043793404093,rbf,linear,1.0,,
4.121212121212121,460.0,2205.423800614771,rbf,linear,1.0,,
4.222222222222222,460.0,2195.075062295634,rbf,linear,1.0,,
4.3232323232323235,460.0,2184.949703047328,rbf,linear,1.0,,
4.424242424242424,460.0,2175.037641761356,rbf,linear,1.0,,
4.525252525252525,460.0,2165.327365871316,rbf,linear,1.0,,
4.626262626262626,460.0,2155.8061567582968,rbf,linear,1.0,,
4.727272727272727,460.0,2146.4603256874807,rbf,linear,1.0,,
4.828282828282829,460.0,2137.2754398530915,rbf,linear,1.0,,
4.929292929292929,460.0,2128.236527270095,rbf,linear,1.0,,
5.03030303030303,460.0,2119.3282588939205,rbf,linear,1.0,,
5.1313131313131315,460.0,2110.5351144932793,rbf,linear,1.0,,
5.232323232323232,460.0,2101.8415442290607,rbf,linear,1.0,,
5.333333333333334,460.0,2093.23213999154,rbf,linear,1.0,,
5.434343434343434,460.0,2084.6918290567255,rbf,linear,1.0,,
5.5353535353535355,460.0,2076.2060975121885,rbf,linear,1.0,,
5.636363636363637,460.0,2067.7612424961244,rbf,linear,1.0,,
5.737373737373737,460.0,2059.3446415683966,rbf,linear,1.0,,
5.838383838383838,460.0,2050.9450164039795,rbf,linear,1.0,,
5.9393939393939394,460.0,2042.552659276556,rbf,linear,1.0,,
6.040404040404041,460.0,2037.5290754812647,rbf,linear,1.0,,
6.141414141414141,460.0,2037.5528036564806,rbf,linear,1.0,,
6.242424242424242,460.0,2037.5651156730669,rbf,linear,1.0,,
6.343434343434343,460.0,2037.5630349819355,rbf,linear,1.0,,
6.444444444444445,460.0,2037.544811751978,rbf,linear,1.0,,
6.545454545454545,460.0,2037.5095581236671,rbf,linear,1.0,,
6.646464646464646,460.0,2037.4568510560268,rbf,linear,1.0,,
6.747474747474747,460.0,2037.3863423300734,rbf,linear,1.0,,
6.848484848484849,460.0,2037.2974100066901,rbf,linear,1.0,,
6.94949494949495,460.0,2037.1888777520549,rbf,linear,1.0,,
7.05050505050505,460.0,2037.0588205294994,rbf,linear,1.0,,
7.151515151515151,460.0,2036.9044687000505,rbf,linear,1.0,,
7.252525252525253,460.0,2036.722217740609,rbf,linear,1.0,,
7.353535353535354,460.0,2036.5077466754742,rbf,linear,1.0,,
7.454545454545454,460.0,2036.2562434543345,rbf,linear,1.0,,
7.555555555555555,460.0,2035.962728477747,rbf,linear,1.0,,
7.656565656565657,460.0,2035.6224575626766,rbf,linear,1.0,,
7.757575757575758,460.0,2035.2313734802945,rbf,linear,1.0,,
7.858585858585858,460.0,2034.7865630850501,rbf,linear,1.0,,
7.959595959595959,460.0,2034.2866686922332,rbf,linear,1.0,,
8.06060606060606,460.0,2036.6430295880673,rbf,linear,1.0,,
8.161616161616163,460.0,2040.8879240285737,rbf,linear,1.0,,
8.262626262626263,460.0,2045.085407701091,rbf,linear,1.0,,
8.363636363636363,460.0,2049.241991066686,rbf,linear,1.0,,
8.464646464646464,460.0,2053.3658018396854,rbf,linear,1.0,,
8.565656565656566,460.0,2057.4662074478633,rbf,linear,1.0,,
8.666666666666668,460.0,2061.5533956375803,rbf,linear,1.0,,
8.767676767676768,460.0,2065.637959911423,rbf,linear,1.0,,
8.868686868686869,460.0,2069.7305258722035,rbf,linear,1.0,,
8.969696969696969,460.0,2073.841440836889,rbf,linear,1.0,,
9.070707070707071,460.0,2077.980535936186,rbf,linear,1.0,,
9.171717171717171,460.0,2082.1569596018003,rbf,linear,1.0,,
9.272727272727273,460.0,2086.3790746560053,rbf,linear,1.0,,
9.373737373737374,460.0,2090.654407877852,rbf,linear,1.0,,
9.474747474747474,460.0,2094.989640112967,rbf,linear,1.0,,
9.575757575757574,460.0,2099.3906257982962,rbf,linear,1.0,,
9.676767676767676,460.0,2103.8624324060893,rbf,linear,1.0,,
9.777777777777779,460.0,2108.4093922152565,rbf,linear,1.0,,
9.878787878787879,460.0,2113.035160652972,rbf,linear,1.0,,
9.97979797979798,460.0,2117.7427770433233,rbf,linear,1.0,,
10.080808080808081,460.0,2122.5347248931644,rbf,linear,1.0,,
10.181818181818182,460.0,2127.412989843256,rbf,linear,1.0,,
10.282828282828282,460.0,2132.379114152004,rbf,linear,1.0,,
10.383838383838384,460.0,2137.4342471074265,rbf,linear,1.0,,
10.484848484848484,460.0,2142.5791911274355,rbf,linear,1.0,,
10.585858585858587,460.0,2147.8144435505033,rbf,linear,1.0,,
10.686868686868687,460.0,2153.140234271834,rbf,linear,1.0,,
10.787878787878787,460.0,2158.5565594704767,rbf,linear,1.0,,
10.88888888888889,460.0,2164.0632117200025,rbf,linear,1.0,,
10.98989898989899,460.0,2169.6598067936657,rbf,linear,1.0,,
11.09090909090909,460.0,2175.3458074747136,rbf,linear,1.0,,
11.191919191919192,460.0,2181.1205446707195,rbf,linear,1.0,,
11.292929292929292,460.0,2186.983236112442,rbf,linear,1.0,,
11.393939393939394,460.0,2192.9330028960185,rbf,linear,1.0,,
