Time,Temperature,Rm,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,3100.881470424421,rbf,cubic,1.0,,
2.101010101010101,460.0,3062.4633582879023,rbf,cubic,1.0,,
2.202020202020202,460.0,3025.345546387273,rbf,cubic,1.0,,
2.303030303030303,460.0,2989.557530668551,rbf,cubic,1.0,,
2.404040404040404,460.0,2955.127105476874,rbf,cubic,1.0,,
2.505050505050505,460.0,2922.080074076204,rbf,cubic,1.0,,
2.606060606060606,460.0,2890.4399205873196,rbf,cubic,1.0,,
2.707070707070707,460.0,2860.2274378806014,rbf,cubic,1.0,,
2.808080808080808,460.0,2831.460305601596,rbf,cubic,1.0,,
2.909090909090909,460.0,2804.152612498159,rbf,cubic,1.0,,
3.0101010101010104,460.0,2778.314317804862,rbf,cubic,1.0,,
3.111111111111111,460.0,2753.9506479537354,rbf,cubic,1.0,,
3.212121212121212,460.0,2731.0614277061736,rbf,cubic,1.0,,
3.313131313131313,460.0,2709.6403493359894,rbf,cubic,1.0,,
3.4141414141414144,460.0,2689.6741900234433,rbf,cubic,1.0,,
3.515151515151515,460.0,2671.141996153201,rbf,cubic,1.0,,
3.616161616161616,460.0,2654.014263247928,rbf,cubic,1.0,,
3.717171717171717,460.0,2638.2521506233425,rbf,cubic,1.0,,
3.8181818181818183,460.0,2623.806778574825,rbf,cubic,1.0,,
3.919191919191919,460.0,2610.6186605391194,rbf,cubic,1.0,,
4.020202020202021,460.0,2598.6173208260475,rbf,cubic,1.0,,
4.121212121212121,460.0,2587.7211387262105,rbf,cubic,1.0,,
4.222222222222222,460.0,2577.837442342982,rbf,cubic,1.0,,
4.3232323232323235,460.0,2568.8628526937564,rbf,cubic,1.0,,
4.424242424242424,460.0,2560.6838543792614,rbf,cubic,1.0,,
4.525252525252525,460.0,2553.1775477693186,rbf,cubic,1.0,,
4.626262626262626,460.0,2546.212522634155,rbf,cubic,1.0,,
4.727272727272727,460.0,2539.649786087611,rbf,cubic,1.0,,
4.828282828282829,460.0,2533.3436782920967,rbf,cubic,1.0,,
4.929292929292929,460.0,2527.1427159354976,rbf,cubic,1.0,,
5.03030303030303,460.0,2520.890313886492,rbf,cubic,1.0,,
5.1313131313131315,460.0,2514.425347834444,rbf,cubic,1.0,,
5.232323232323232,460.0,2507.5825340096894,rbf,cubic,1.0,,
5.333333333333334,460.0,2500.1926158890956,rbf,cubic,1.0,,
5.434343434343434,460.0,2492.0823621999198,rbf,cubic,1.0,,
5.5353535353535355,460.0,2483.0743956201873,rbf,cubic,1.0,,
5.636363636363637,460.0,2472.9868869213074,rbf,cubic,1.0,,
5.737373737373737,460.0,2461.6331636222076,rbf,cubic,1.0,,
5.838383838383838,460.0,2448.821293269289,rbf,cubic,1.0,,
5.9393939393939394,460.0,2434.3537063401686,rbf,cubic,1.0,,
6.040404040404041,460.0,2418.0317787966565,rbf,cubic,1.0,,
6.141414141414141,460.0,2399.8397373637035,rbf,cubic,1.0,,
6.242424242424242,460.0,2380.0011872936543,rbf,cubic,1.0,,
6.343434343434343,460.0,2358.7503395521653,rbf,cubic,1.0,,
6.444444444444445,460.0,2336.3159477440736,rbf,cubic,1.0,,
6.545454545454545,460.0,2312.9217117433477,rbf,cubic,1.0,,
6.646464646464646,460.0,2288.7866707992916,rbf,cubic,1.0,,
6.747474747474747,460.0,2264.125501445606,rbf,cubic,1.0,,
6.848484848484849,460.0,2239.14863855715,rbf,cubic,1.0,,
6.94949494949495,460.0,2214.062148372222,rbf,cubic,1.0,,
7.05050505050505,460.0,2189.0672978690027,rbf,cubic,1.0,,
7.151515151515151,460.0,2164.3597838337037,rbf,cubic,1.0,,
7.252525252525253,460.0,2140.1286065911727,rbf,cubic,1.0,,
7.353535353535354,460.0,2116.5545978522628,rbf,cubic,1.0,,
7.454545454545454,460.0,2093.8086399079475,rbf,cubic,1.0,,
7.555555555555555,460.0,2072.049644343074,rbf,cubic,1.0,,
7.656565656565657,460.0,2051.4223909854754,rbf,cubic,1.0,,
7.757575757575758,460.0,2032.0553583215353,rbf,cubic,1.0,,
7.858585858585858,460.0,2014.0586994354271,rbf,cubic,1.0,,
7.959595959595959,460.0,1997.5225259792805,rbf,cubic,1.0,,
8.06060606060606,460.0,1982.5161236608726,rbf,cubic,1.0,,
8.161616161616163,460.0,1969.0938699055037,rbf,cubic,1.0,,
8.262626262626263,460.0,1957.293564836754,rbf,cubic,1.0,,
8.363636363636363,460.0,1947.1317270724612,rbf,cubic,1.0,,
8.464646464646464,460.0,1938.6046320772364,rbf,cubic,1.0,,
8.565656565656566,460.0,1931.689958667918,rbf,cubic,1.0,,
8.666666666666668,460.0,1926.3487637246328,rbf,cubic,1.0,,
8.767676767676768,460.0,1922.5276383478292,rbf,cubic,1.0,,
8.868686868686869,460.0,1920.1609107495442,rbf,cubic,1.0,,
8.969696969696969,460.0,1919.1727857026106,rbf,cubic,1.0,,
9.070707070707071,460.0,1919.4793403624744,rbf,cubic,1.0,,
9.171717171717171,460.0,1920.990325909885,rbf,cubic,1.0,,
9.272727272727273,460.0,1923.610749993312,rbf,cubic,1.0,,
9.373737373737374,460.0,1927.2422346770772,rbf,cubic,1.0,,
9.474747474747474,460.0,1931.7841583574298,rbf,cubic,1.0,,
9.575757575757574,460.0,1937.134598644307,rbf,cubic,1.0,,
9.676767676767676,460.0,1943.191097649367,rbf,cubic,1.0,,
9.777777777777779,460.0,1949.8512726321103,rbf,cubic,1.0,,
9.878787878787879,460.0,1957.013294540679,rbf,cubic,1.0,,
