Time,Temperature,Rp0.2,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,3662.2647794998857,rbf,cubic,1.0,,
2.101010101010101,460.0,3595.462721151725,rbf,cubic,1.0,,
2.202020202020202,460.0,3530.7360784273264,rbf,cubic,1.0,,
2.303030303030303,460.0,3468.1172710848305,rbf,cubic,1.0,,
2.404040404040404,460.0,3407.6374929874437,rbf,cubic,1.0,,
2.505050505050505,460.0,3349.326401193065,rbf,cubic,1.0,,
2.606060606060606,460.0,3293.2117532777024,rbf,cubic,1.0,,
2.707070707070707,460.0,3239.3189845978213,rbf,cubic,1.0,,
2.808080808080808,460.0,3187.6707165726975,rbf,cubic,1.0,,
2.909090909090909,460.0,3138.286186915873,rbf,cubic,1.0,,
3.0101010101010104,460.0,3091.18059340428,rbf,cubic,1.0,,
3.111111111111111,460.0,3046.364344695244,rbf,cubic,1.0,,
3.212121212121212,460.0,3003.8422154151835,rbf,cubic,1.0,,
3.313131313131313,460.0,2963.612408790584,rbf,cubic,1.0,,
3.4141414141414144,460.0,2925.6655388641398,rbf,cubic,1.0,,
3.515151515151515,460.0,2889.983555851293,rbf,cubic,1.0,,
3.616161616161616,460.0,2856.5386517728975,rbf,cubic,1.0,,
3.717171717171717,460.0,2825.2921975351323,rbf,cubic,1.0,,
3.8181818181818183,460.0,2796.1937744799693,rbf,cubic,1.0,,
3.919191919191919,460.0,2769.1803697577957,rbf,cubic,1.0,,
4.020202020202021,460.0,2744.17580243143,rbf,cubic,1.0,,
4.121212121212121,460.0,2721.0904340212965,rbf,cubic,1.0,,
4.222222222222222,460.0,2699.8211936050266,rbf,cubic,1.0,,
4.3232323232323235,460.0,2680.2519167299765,rbf,cubic,1.0,,
4.424242424242424,460.0,2662.2539645687107,rbf,cubic,1.0,,
4.525252525252525,460.0,2645.6870608245963,rbf,cubic,1.0,,
4.626262626262626,460.0,2630.4002635428296,rbf,cubic,1.0,,
4.727272727272727,460.0,2616.232979427429,rbf,cubic,1.0,,
4.828282828282829,460.0,2603.015929130382,rbf,cubic,1.0,,
4.929292929292929,460.0,2590.571981073577,rbf,cubic,1.0,,
5.03030303030303,460.0,2578.71678588961,rbf,cubic,1.0,,
5.1313131313131315,460.0,2567.259161176662,rbf,cubic,1.0,,
5.232323232323232,460.0,2556.0011956076632,rbf,cubic,1.0,,
5.333333333333334,460.0,2544.73806217055,rbf,cubic,1.0,,
5.434343434343434,460.0,2533.257552659637,rbf,cubic,1.0,,
5.5353535353535355,460.0,2521.3393695748146,rbf,cubic,1.0,,
5.636363636363637,460.0,2508.7542365205413,rbf,cubic,1.0,,
5.737373737373737,460.0,2495.2629117699944,rbf,cubic,1.0,,
5.838383838383838,460.0,2480.615208010909,rbf,cubic,1.0,,
5.9393939393939394,460.0,2464.549129536641,rbf,cubic,1.0,,
6.040404040404041,460.0,2446.7962375469165,rbf,cubic,1.0,,
6.141414141414141,460.0,2427.308782472132,rbf,cubic,1.0,,
6.242424242424242,460.0,2406.329531372189,rbf,cubic,1.0,,
6.343434343434343,460.0,2384.109097020316,rbf,cubic,1.0,,
6.444444444444445,460.0,2360.886305946716,rbf,cubic,1.0,,
6.545454545454545,460.0,2336.889025304133,rbf,cubic,1.0,,
6.646464646464646,460.0,2312.335054933843,rbf,cubic,1.0,,
6.747474747474747,460.0,2287.432950168966,rbf,cubic,1.0,,
6.848484848484849,460.0,2262.3826462378993,rbf,cubic,1.0,,
6.94949494949495,460.0,2237.3757723927524,rbf,cubic,1.0,,
7.05050505050505,460.0,2212.5955688134427,rbf,cubic,1.0,,
7.151515151515151,460.0,2188.2163486245686,rbf,cubic,1.0,,
7.252525252525253,460.0,2164.4024793570097,rbf,cubic,1.0,,
7.353535353535354,460.0,2141.306892705142,rbf,cubic,1.0,,
7.454545454545454,460.0,2119.0691689445252,rbf,cubic,1.0,,
7.555555555555555,460.0,2097.8132828419994,rbf,cubic,1.0,,
7.656565656565657,460.0,2077.645139556854,rbf,cubic,1.0,,
7.757575757575758,460.0,2058.6500675903817,rbf,cubic,1.0,,
7.858585858585858,460.0,2040.890464420053,rbf,cubic,1.0,,
7.959595959595959,460.0,2024.4038008617133,rbf,cubic,1.0,,
8.06060606060606,460.0,2009.2050857445774,rbf,cubic,1.0,,
8.161616161616163,460.0,1995.3407183300299,rbf,cubic,1.0,,
8.262626262626263,460.0,1982.875053642401,rbf,cubic,1.0,,
8.363636363636363,460.0,1971.84733822223,rbf,cubic,1.0,,
8.464646464646464,460.0,1962.272078351753,rbf,cubic,1.0,,
8.565656565656566,460.0,1954.1411390022467,rbf,cubic,1.0,,
8.666666666666668,460.0,1947.4262417334962,rbf,cubic,1.0,,
8.767676767676768,460.0,1942.0816796940453,rbf,cubic,1.0,,
8.868686868686869,460.0,1938.0470827778938,rbf,cubic,1.0,,
8.969696969696969,460.0,1935.2500965024901,rbf,cubic,1.0,,
9.070707070707071,460.0,1933.608875503771,rbf,cubic,1.0,,
9.171717171717171,460.0,1933.0343294392658,rbf,cubic,1.0,,
9.272727272727273,460.0,1933.4320908724897,rbf,cubic,1.0,,
9.373737373737374,460.0,1934.7041992569925,rbf,cubic,1.0,,
9.474747474747474,460.0,1936.7505122366158,rbf,cubic,1.0,,
9.575757575757574,460.0,1939.4698660644651,rbf,cubic,1.0,,
9.676767676767676,460.0,1942.7610124253017,rbf,cubic,1.0,,
9.777777777777779,460.0,1946.5233607721266,rbf,cubic,1.0,,
9.878787878787879,460.0,1950.6575547133966,rbf,cubic,1.0,,
