technique,property,kernel,smooth_requested,smooth_effective,grid_size,n_samples,rmse,mae,r2
rbf,Rp0.2,cubic,0.5,0.5,100,56,166.29813325908552,134.12188370611887,0.5330950475080694
rbf,Rm,cubic,0.5,0.5,100,56,161.59875290986201,133.991742327635,0.47912392556335703
rbf,At,cubic,0.5,0.5,100,56,2.55019532580239,2.1792259148462234,0.5997468597879585
rbf,HV,cubic,0.5,0.5,100,56,45.242816225679405,37.99319397849159,0.3982651261598721
rbf,E,cubic,0.5,0.5,100,56,12.225118447797385,10.006609472486923,-4.197736065536335
rbf,v,cubic,0.5,0.5,100,56,0.02866283527930533,0.023025992601756903,-5.891695135266766
rbf,Z,cubic,0.5,0.5,100,56,8.410067041104556,7.091371652787119,0.413949011555091
rbf,A32,cubic,0.5,0.5,100,56,2.595745782479794,2.2291138895603893,0.6029197832615616
rbf,R_bar,cubic,0.5,0.5,100,56,0.0786631159732499,0.0648773300230017,-4.097105283872295
rbf,delta_R,cubic,0.5,0.5,100,56,0.23416848864791756,0.17569417187017253,-7.734141471061324
