Time,Temperature,delta_R,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,0.11,biharmonic,,,,
2.101010101010101,460.0,0.11,biharmonic,,,,
2.202020202020202,460.0,0.11,biharmonic,,,,
2.303030303030303,460.0,0.11,biharmonic,,,,
2.404040404040404,460.0,0.11,biharmonic,,,,
2.505050505050505,460.0,0.11,biharmonic,,,,
2.606060606060606,460.0,0.11,biharmonic,,,,
2.707070707070707,460.0,0.11,biharmonic,,,,
2.808080808080808,460.0,0.11,biharmonic,,,,
2.909090909090909,460.0,0.11,biharmonic,,,,
3.0101010101010104,460.0,0.11,biharmonic,,,,
3.111111111111111,460.0,0.11,biharmonic,,,,
3.212121212121212,460.0,0.11,biharmonic,,,,
3.313131313131313,460.0,0.11,biharmonic,,,,
3.4141414141414144,460.0,0.11,biharmonic,,,,
3.515151515151515,460.0,0.11,biharmonic,,,,
3.616161616161616,460.0,0.11,biharmonic,,,,
3.717171717171717,460.0,0.11,biharmonic,,,,
3.8181818181818183,460.0,0.11,biharmonic,,,,
3.919191919191919,460.0,0.11,biharmonic,,,,
4.020202020202021,460.0,0.11,biharmonic,,,,
4.121212121212121,460.0,0.11,biharmonic,,,,
4.222222222222222,460.0,0.11,biharmonic,,,,
4.3232323232323235,460.0,0.11,biharmonic,,,,
4.424242424242424,460.0,0.11,biharmonic,,,,
4.525252525252525,460.0,0.11,biharmonic,,,,
4.626262626262626,460.0,0.11,biharmonic,,,,
4.727272727272727,460.0,0.11,biharmonic,,,,
4.828282828282829,460.0,0.11,biharmonic,,,,
4.929292929292929,460.0,0.11,biharmonic,,,,
5.03030303030303,460.0,0.11,biharmonic,,,,
5.1313131313131315,460.0,0.11,biharmonic,,,,
5.232323232323232,460.0,0.11,biharmonic,,,,
5.333333333333334,460.0,0.11,biharmonic,,,,
5.434343434343434,460.0,0.11,biharmonic,,,,
5.5353535353535355,460.0,0.11,biharmonic,,,,
5.636363636363637,460.0,0.11,biharmonic,,,,
5.737373737373737,460.0,0.11,biharmonic,,,,
5.838383838383838,460.0,0.11,biharmonic,,,,
5.9393939393939394,460.0,0.11,biharmonic,,,,
6.040404040404041,460.0,0.10713812696386088,biharmonic,,,,
6.141414141414141,460.0,0.09999041644049964,biharmonic,,,,
6.242424242424242,460.0,0.09286607879097983,biharmonic,,,,
6.343434343434343,460.0,0.08578187998798471,biharmonic,,,,
6.444444444444445,460.0,0.07875458600419756,biharmonic,,,,
6.545454545454545,460.0,0.07180096281230167,biharmonic,,,,
6.646464646464646,460.0,0.0649377763849801,biharmonic,,,,
6.747474747474747,460.0,0.05818179269491622,biharmonic,,,,
6.848484848484849,460.0,0.05154977771479321,biharmonic,,,,
6.94949494949495,460.0,0.04505849741729431,biharmonic,,,,
7.05050505050505,460.0,0.03872471777510283,biharmonic,,,,
7.151515151515151,460.0,0.03256520476090186,biharmonic,,,,
7.252525252525253,460.0,0.026596724347374714,biharmonic,,,,
7.353535353535354,460.0,0.02083604250720461,biharmonic,,,,
7.454545454545454,460.0,0.015299925213074841,biharmonic,,,,
7.555555555555555,460.0,0.010005138437668534,biharmonic,,,,
7.656565656565657,460.0,0.004968448153668971,biharmonic,,,,
7.757575757575758,460.0,0.00020662033375939092,biharmonic,,,,
7.858585858585858,460.0,-0.004263579049376943,biharmonic,,,,
7.959595959595959,460.0,-0.008425384023056872,biharmonic,,,,
8.06060606060606,460.0,-0.01226296643868296,biharmonic,,,,
8.161616161616163,460.0,-0.015774147287982352,biharmonic,,,,
8.262626262626263,460.0,-0.01896705856439931,biharmonic,,,,
8.363636363636363,460.0,-0.021850086167260353,biharmonic,,,,
8.464646464646464,460.0,-0.02443161599589194,biharmonic,,,,
8.565656565656566,460.0,-0.026720033949620556,biharmonic,,,,
8.666666666666668,460.0,-0.02872372592777262,biharmonic,,,,
8.767676767676768,460.0,-0.03045107782967455,biharmonic,,,,
8.868686868686869,460.0,-0.03191047555465285,biharmonic,,,,
8.969696969696969,460.0,-0.03311030500203397,biharmonic,,,,
9.070707070707071,460.0,-0.034058952071144385,biharmonic,,,,
9.171717171717171,460.0,-0.03476480266131051,biharmonic,,,,
9.272727272727273,460.0,-0.035236242671858826,biharmonic,,,,
9.373737373737374,460.0,-0.035481658002115786,biharmonic,,,,
9.474747474747474,460.0,-0.035509434551407836,biharmonic,,,,
9.575757575757574,460.0,-0.035327958219061456,biharmonic,,,,
9.676767676767676,460.0,-0.03494561490440306,biharmonic,,,,
9.777777777777779,460.0,-0.03437079050675914,biharmonic,,,,
9.878787878787879,460.0,-0.03361187092545616,biharmonic,,,,
9.97979797979798,460.0,-0.03267724205982055,biharmonic,,,,
10.080808080808081,460.0,-0.03157528980917876,biharmonic,,,,
10.181818181818182,460.0,-0.030314400072857274,biharmonic,,,,
10.282828282828282,460.0,-0.028902958750182544,biharmonic,,,,
10.383838383838384,460.0,-0.02734935174048098,biharmonic,,,,
10.484848484848484,460.0,-0.025661964943079107,biharmonic,,,,
10.585858585858587,460.0,-0.02384918425730332,biharmonic,,,,
10.686868686868687,460.0,-0.021919395582480135,biharmonic,,,,
10.787878787878787,460.0,-0.01988098481793598,biharmonic,,,,
10.88888888888889,460.0,-0.017742337862997264,biharmonic,,,,
10.98989898989899,460.0,-0.015511840616990532,biharmonic,,,,
11.09090909090909,460.0,-0.013197878979242196,biharmonic,,,,
11.191919191919192,460.0,-0.010808838849078664,biharmonic,,,,
11.292929292929292,460.0,-0.008353106125826484,biharmonic,,,,
11.393939393939394,460.0,-0.005839066708812024,biharmonic,,,,
11.494949494949495,460.0,-0.003275106497361827,biharmonic,,,,
11.595959595959595,460.0,-0.0006696113908023062,biharmonic,,,,
11.696969696969697,460.0,0.0019690327115401305,biharmonic,,,,
11.797979797979798,460.0,0.004632439910338935,biharmonic,,,,
11.8989898989899,460.0,0.007312224306267741,biharmonic,,,,
12.0,460.0,0.01,biharmonic,,,,
2.0,461.4141414141414,0.11,biharmonic,,,,
2.101010101010101,461.4141414141414,0.11,biharmonic,,,,
2.202020202020202,461.4141414141414,0.11,biharmonic,,,,
2.303030303030303,461.4141414141414,0.11,biharmonic,,,,
2.404040404040404,461.4141414141414,0.11,biharmonic,,,,
2.505050505050505,461.4141414141414,0.11,biharmonic,,,,
2.606060606060606,461.4141414141414,0.11,biharmonic,,,,
2.707070707070707,461.4141414141414,0.11,biharmonic,,,,
2.808080808080808,461.4141414141414,0.11,biharmonic,,,,
2.909090909090909,461.4141414141414,0.11,biharmonic,,,,
3.0101010101010104,461.4141414141414,0.11,biharmonic,,,,
3.111111111111111,461.4141414141414,0.11,biharmonic,,,,
