Time,Temperature,Z,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,22.0,biharmonic,,,,
2.101010101010101,460.0,22.0,biharmonic,,,,
2.202020202020202,460.0,22.0,biharmonic,,,,
2.303030303030303,460.0,22.0,biharmonic,,,,
2.404040404040404,460.0,22.0,biharmonic,,,,
2.505050505050505,460.0,22.0,biharmonic,,,,
2.606060606060606,460.0,22.0,biharmonic,,,,
2.707070707070707,460.0,22.0,biharmonic,,,,
2.808080808080808,460.0,22.0,biharmonic,,,,
2.909090909090909,460.0,22.0,biharmonic,,,,
3.0101010101010104,460.0,22.0,biharmonic,,,,
3.111111111111111,460.0,22.0,biharmonic,,,,
3.212121212121212,460.0,22.0,biharmonic,,,,
3.313131313131313,460.0,22.0,biharmonic,,,,
3.4141414141414144,460.0,22.0,biharmonic,,,,
3.515151515151515,460.0,22.0,biharmonic,,,,
3.616161616161616,460.0,22.0,biharmonic,,,,
3.717171717171717,460.0,22.0,biharmonic,,,,
3.8181818181818183,460.0,22.0,biharmonic,,,,
3.919191919191919,460.0,22.0,biharmonic,,,,
4.020202020202021,460.0,22.0,biharmonic,,,,
4.121212121212121,460.0,22.0,biharmonic,,,,
4.222222222222222,460.0,22.0,biharmonic,,,,
4.3232323232323235,460.0,22.0,biharmonic,,,,
4.424242424242424,460.0,22.0,biharmonic,,,,
4.525252525252525,460.0,22.0,biharmonic,,,,
4.626262626262626,460.0,22.0,biharmonic,,,,
4.727272727272727,460.0,22.0,biharmonic,,,,
4.828282828282829,460.0,22.0,biharmonic,,,,
4.929292929292929,460.0,22.0,biharmonic,,,,
5.03030303030303,460.0,22.0,biharmonic,,,,
5.1313131313131315,460.0,22.0,biharmonic,,,,
5.232323232323232,460.0,22.0,biharmonic,,,,
5.333333333333334,460.0,22.0,biharmonic,,,,
5.434343434343434,460.0,22.0,biharmonic,,,,
5.5353535353535355,460.0,22.0,biharmonic,,,,
5.636363636363637,460.0,22.0,biharmonic,,,,
5.737373737373737,460.0,22.0,biharmonic,,,,
5.838383838383838,460.0,22.0,biharmonic,,,,
5.9393939393939394,460.0,22.0,biharmonic,,,,
6.040404040404041,460.0,22.025077341584,biharmonic,,,,
6.141414141414141,460.0,22.087723057383435,biharmonic,,,,
6.242424242424242,460.0,22.15014570063112,biharmonic,,,,
6.343434343434343,460.0,22.212151498781253,biharmonic,,,,
6.444444444444445,460.0,22.273546679288028,biharmonic,,,,
6.545454545454545,460.0,22.33413746960564,biharmonic,,,,
6.646464646464646,460.0,22.39373009718828,biharmonic,,,,
6.747474747474747,460.0,22.452130789490145,biharmonic,,,,
6.848484848484849,460.0,22.509145773965432,biharmonic,,,,
6.94949494949495,460.0,22.56458127806833,biharmonic,,,,
7.05050505050505,460.0,22.61824352925304,biharmonic,,,,
7.151515151515151,460.0,22.669938754973746,biharmonic,,,,
7.252525252525253,460.0,22.71947318268466,biharmonic,,,,
7.353535353535354,460.0,22.76665303983996,biharmonic,,,,
7.454545454545454,460.0,22.811284553893845,biharmonic,,,,
7.555555555555555,460.0,22.853173952300512,biharmonic,,,,
7.656565656565657,460.0,22.892127462514157,biharmonic,,,,
7.757575757575758,460.0,22.927951311988974,biharmonic,,,,
7.858585858585858,460.0,22.960451728179148,biharmonic,,,,
7.959595959595959,460.0,22.98943493853889,biharmonic,,,,
8.06060606060606,460.0,23.014709469486696,biharmonic,,,,
8.161616161616163,460.0,23.036214476027457,biharmonic,,,,
8.262626262626263,460.0,23.054038887579278,biharmonic,,,,
8.363636363636363,460.0,23.06827832906417,biharmonic,,,,
