Time,Temperature,R_bar,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,0.61,biharmonic,,,,
2.101010101010101,460.0,0.61,biharmonic,,,,
2.202020202020202,460.0,0.61,biharmonic,,,,
2.303030303030303,460.0,0.61,biharmonic,,,,
2.404040404040404,460.0,0.61,biharmonic,,,,
2.505050505050505,460.0,0.61,biharmonic,,,,
2.606060606060606,460.0,0.61,biharmonic,,,,
2.707070707070707,460.0,0.61,biharmonic,,,,
2.808080808080808,460.0,0.61,biharmonic,,,,
2.909090909090909,460.0,0.61,biharmonic,,,,
3.0101010101010104,460.0,0.61,biharmonic,,,,
3.111111111111111,460.0,0.61,biharmonic,,,,
3.212121212121212,460.0,0.61,biharmonic,,,,
3.313131313131313,460.0,0.61,biharmonic,,,,
3.4141414141414144,460.0,0.61,biharmonic,,,,
3.515151515151515,460.0,0.61,biharmonic,,,,
3.616161616161616,460.0,0.61,biharmonic,,,,
3.717171717171717,460.0,0.61,biharmonic,,,,
3.8181818181818183,460.0,0.61,biharmonic,,,,
3.919191919191919,460.0,0.61,biharmonic,,,,
4.020202020202021,460.0,0.61,biharmonic,,,,
4.121212121212121,460.0,0.61,biharmonic,,,,
4.222222222222222,460.0,0.61,biharmonic,,,,
4.3232323232323235,460.0,0.61,biharmonic,,,,
4.424242424242424,460.0,0.61,biharmonic,,,,
4.525252525252525,460.0,0.61,biharmonic,,,,
4.626262626262626,460.0,0.61,biharmonic,,,,
4.727272727272727,460.0,0.61,biharmonic,,,,
4.828282828282829,460.0,0.61,biharmonic,,,,
4.929292929292929,460.0,0.61,biharmonic,,,,
5.03030303030303,460.0,0.61,biharmonic,,,,
5.1313131313131315,460.0,0.61,biharmonic,,,,
5.232323232323232,460.0,0.61,biharmonic,,,,
5.333333333333334,460.0,0.61,biharmonic,,,,
5.434343434343434,460.0,0.61,biharmonic,,,,
5.5353535353535355,460.0,0.61,biharmonic,,,,
5.636363636363637,460.0,0.61,biharmonic,,,,
5.737373737373737,460.0,0.61,biharmonic,,,,
5.838383838383838,460.0,0.61,biharmonic,,,,
5.9393939393939394,460.0,0.61,biharmonic,,,,
6.040404040404041,460.0,0.6094615683143365,biharmonic,,,,
6.141414141414141,460.0,0.608117599254496,biharmonic,,,,
6.242424242424242,460.0,0.6067807693645741,biharmonic,,,,
6.343434343434343,460.0,0.6054562344742586,biharmonic,,,,
6.444444444444445,460.0,0.6041491504132372,biharmonic,,,,
6.545454545454545,460.0,0.6028646730111978,biharmonic,,,,
6.646464646464646,460.0,0.601607958097828,biharmonic,,,,
6.747474747474747,460.0,0.6003841615028157,biharmonic,,,,
6.848484848484849,460.0,0.5991984390558485,biharmonic,,,,
6.94949494949495,460.0,0.5980559465866142,biharmonic,,,,
7.05050505050505,460.0,0.5969618399248008,biharmonic,,,,
7.151515151515151,460.0,0.5959212749000956,biharmonic,,,,
7.252525252525253,460.0,0.5949394073421868,biharmonic,,,,
7.353535353535354,460.0,0.5940213930807619,biharmonic,,,,
7.454545454545454,460.0,0.5931723879455088,biharmonic,,,,
7.555555555555555,460.0,0.5923975477661151,biharmonic,,,,
7.656565656565657,460.0,0.5917020283722686,biharmonic,,,,
7.757575757575758,460.0,0.5910909855936571,biharmonic,,,,
7.858585858585858,460.0,0.5905695752599683,biharmonic,,,,
7.959595959595959,460.0,0.5901429532008902,biharmonic,,,,
8.06060606060606,460.0,0.5898159957963526,biharmonic,,,,
8.161616161616163,460.0,0.5895894125676928,biharmonic,,,,
8.262626262626263,460.0,0.5894607128155729,biharmonic,,,,
8.363636363636363,460.0,0.5894273239493378,biharmonic,,,,
8.464646464646464,460.0,0.5894866733783328,biharmonic,,,,
8.565656565656566,460.0,0.5896361885119031,biharmonic,,,,
8.666666666666668,460.0,0.5898732967593942,biharmonic,,,,
8.767676767676768,460.0,0.5901954255301505,biharmonic,,,,
8.868686868686869,460.0,0.5906000022335177,biharmonic,,,,
8.969696969696969,460.0,0.5910844542788408,biharmonic,,,,
9.070707070707071,460.0,0.591646209075465,biharmonic,,,,
9.171717171717171,460.0,0.5922826940327351,biharmonic,,,,
9.272727272727273,460.0,0.592991336559997,biharmonic,,,,
9.373737373737374,460.0,0.5937695640665952,biharmonic,,,,
9.474747474747474,460.0,0.594614803961875,biharmonic,,,,
9.575757575757574,460.0,0.595524483655182,biharmonic,,,,
9.676767676767676,460.0,0.5964960305558606,biharmonic,,,,
9.777777777777779,460.0,0.5975268720732565,biharmonic,,,,
9.878787878787879,460.0,0.5986144356167148,biharmonic,,,,
9.97979797979798,460.0,0.5997561485955805,biharmonic,,,,
10.080808080808081,460.0,0.6009494384191988,biharmonic,,,,
10.181818181818182,460.0,0.6021917324969148,biharmonic,,,,
10.282828282828282,460.0,0.6034804582380738,biharmonic,,,,
10.383838383838384,460.0,0.604813043052021,biharmonic,,,,
10.484848484848484,460.0,0.6061869143481012,biharmonic,,,,
10.585858585858587,460.0,0.60759949953566,biharmonic,,,,
10.686868686868687,460.0,0.6090482260240422,biharmonic,,,,
10.787878787878787,460.0,0.6105305212225931,biharmonic,,,,
10.88888888888889,460.0,0.612043812540658,biharmonic,,,,
10.98989898989899,460.0,0.6135855273875818,biharmonic,,,,
11.09090909090909,460.0,0.6151530931727097,biharmonic,,,,
11.191919191919192,460.0,0.6167439373053871,biharmonic,,,,
11.292929292929292,460.0,0.6183554871949589,biharmonic,,,,
11.393939393939394,460.0,0.6199851702507703,biharmonic,,,,
11.494949494949495,460.0,0.6216304138821666,biharmonic,,,,
