Time,Temperature,A32,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,5.56,biharmonic,,,,
2.101010101010101,460.0,5.56,biharmonic,,,,
2.202020202020202,460.0,5.56,biharmonic,,,,
2.303030303030303,460.0,5.56,biharmonic,,,,
2.404040404040404,460.0,5.56,biharmonic,,,,
2.505050505050505,460.0,5.56,biharmonic,,,,
2.606060606060606,460.0,5.56,biharmonic,,,,
2.707070707070707,460.0,5.56,biharmonic,,,,
2.808080808080808,460.0,5.56,biharmonic,,,,
2.909090909090909,460.0,5.56,biharmonic,,,,
3.0101010101010104,460.0,5.56,biharmonic,,,,
3.111111111111111,460.0,5.56,biharmonic,,,,
3.212121212121212,460.0,5.56,biharmonic,,,,
3.313131313131313,460.0,5.56,biharmonic,,,,
3.4141414141414144,460.0,5.56,biharmonic,,,,
3.515151515151515,460.0,5.56,biharmonic,,,,
3.616161616161616,460.0,5.56,biharmonic,,,,
3.717171717171717,460.0,5.56,biharmonic,,,,
3.8181818181818183,460.0,5.56,biharmonic,,,,
3.919191919191919,460.0,5.56,biharmonic,,,,
4.020202020202021,460.0,5.56,biharmonic,,,,
4.121212121212121,460.0,5.56,biharmonic,,,,
4.222222222222222,460.0,5.56,biharmonic,,,,
4.3232323232323235,460.0,5.56,biharmonic,,,,
4.424242424242424,460.0,5.56,biharmonic,,,,
4.525252525252525,460.0,5.56,biharmonic,,,,
4.626262626262626,460.0,5.56,biharmonic,,,,
4.727272727272727,460.0,5.56,biharmonic,,,,
4.828282828282829,460.0,5.56,biharmonic,,,,
4.929292929292929,460.0,5.56,biharmonic,,,,
5.03030303030303,460.0,5.56,biharmonic,,,,
5.1313131313131315,460.0,5.56,biharmonic,,,,
5.232323232323232,460.0,5.56,biharmonic,,,,
5.333333333333334,460.0,5.56,biharmonic,,,,
5.434343434343434,460.0,5.56,biharmonic,,,,
5.5353535353535355,460.0,5.56,biharmonic,,,,
5.636363636363637,460.0,5.56,biharmonic,,,,
5.737373737373737,460.0,5.56,biharmonic,,,,
5.838383838383838,460.0,5.56,biharmonic,,,,
5.9393939393939394,460.0,5.56,biharmonic,,,,
6.040404040404041,460.0,5.57062988333062,biharmonic,,,,
6.141414141414141,460.0,5.597181745434584,biharmonic,,,,
6.242424242424242,460.0,5.623639908402597,biharmonic,,,,
6.343434343434343,460.0,5.649928045140767,biharmonic,,,,
6.444444444444445,460.0,5.6759698285552025,biharmonic,,,,
6.545454545454545,460.0,5.701688931552012,biharmonic,,,,
6.646464646464646,460.0,5.727009027037305,biharmonic,,,,
6.747474747474747,460.0,5.751853787917188,biharmonic,,,,
6.848484848484849,460.0,5.776146887097771,biharmonic,,,,
6.94949494949495,460.0,5.799811997485163,biharmonic,,,,
7.05050505050505,460.0,5.822772791985473,biharmonic,,,,
7.151515151515151,460.0,5.844952943504809,biharmonic,,,,
7.252525252525253,460.0,5.866276124949276,biharmonic,,,,
7.353535353535354,460.0,5.886666009224989,biharmonic,,,,
7.454545454545454,460.0,5.906046269238052,biharmonic,,,,
7.555555555555555,460.0,5.924340577894575,biharmonic,,,,
7.656565656565657,460.0,5.941472608100668,biharmonic,,,,
7.757575757575758,460.0,5.957366032762438,biharmonic,,,,
7.858585858585858,460.0,5.971944524785992,biharmonic,,,,
7.959595959595959,460.0,5.985131757077442,biharmonic,,,,
8.06060606060606,460.0,5.996853819809105,biharmonic,,,,
8.161616161616163,460.0,6.007093043520433,biharmonic,,,,
8.262626262626263,460.0,6.015885317920153,biharmonic,,,,
8.363636363636363,460.0,6.023268503375411,biharmonic,,,,
8.464646464646464,460.0,6.029280460253351,biharmonic,,,,
8.565656565656566,460.0,6.033959048921121,biharmonic,,,,
8.666666666666668,460.0,6.03734212974587,biharmonic,,,,
8.767676767676768,460.0,6.03946756309474,biharmonic,,,,
8.868686868686869,460.0,6.04037320933488,biharmonic,,,,
8.969696969696969,460.0,6.040096928833435,biharmonic,,,,
9.070707070707071,460.0,6.038676581957555,biharmonic,,,,
9.171717171717171,460.0,6.036150029074381,biharmonic,,,,
9.272727272727273,460.0,6.032555130551064,biharmonic,,,,
9.373737373737374,460.0,6.027929746754748,biharmonic,,,,
9.474747474747474,460.0,6.022311738052581,biharmonic,,,,
9.575757575757574,460.0,6.0157389648117086,biharmonic,,,,
9.676767676767676,460.0,6.008249287399277,biharmonic,,,,
9.777777777777779,460.0,5.999880566182432,biharmonic,,,,
9.878787878787879,460.0,5.9906706615283225,biharmonic,,,,
9.97979797979798,460.0,5.980657433804095,biharmonic,,,,
10.080808080808081,460.0,5.969878743376892,biharmonic,,,,
10.181818181818182,460.0,5.958372450613864,biharmonic,,,,
10.282828282828282,460.0,5.946176415882156,biharmonic,,,,
10.383838383838384,460.0,5.933328499548914,biharmonic,,,,
10.484848484848484,460.0,5.9198665619812845,biharmonic,,,,
10.585858585858587,460.0,5.905828463546415,biharmonic,,,,
10.686868686868687,460.0,5.891252064611451,biharmonic,,,,
10.787878787878787,460.0,5.87617522554354,biharmonic,,,,
10.88888888888889,460.0,5.860635806709827,biharmonic,,,,
10.98989898989899,460.0,5.844671668477459,biharmonic,,,,
11.09090909090909,460.0,5.828320671213585,biharmonic,,,,
11.191919191919192,460.0,5.811620675285347,biharmonic,,,,
11.292929292929292,460.0,5.794609541059894,biharmonic,,,,
11.393939393939394,460.0,5.777325128904373,biharmonic,,,,
11.494949494949495,460.0,5.7598052991859285,biharmonic,,,,
11.595959595959595,460.0,5.7420879122717094,biharmonic,,,,
11.696969696969697,460.0,5.72421082852886,biharmonic,,,,
