Time,Temperature,Rp0.2,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,1908.0,linear,,,,
2.101010101010101,460.0,1908.0,linear,,,,
2.202020202020202,460.0,1908.0,linear,,,,
2.303030303030303,460.0,1908.0,linear,,,,
2.404040404040404,460.0,1908.0,linear,,,,
2.505050505050505,460.0,1908.0,linear,,,,
2.606060606060606,460.0,1908.0,linear,,,,
2.707070707070707,460.0,1908.0,linear,,,,
2.808080808080808,460.0,1908.0,linear,,,,
2.909090909090909,460.0,1908.0,linear,,,,
3.0101010101010104,460.0,1908.0,linear,,,,
3.111111111111111,460.0,1908.0,linear,,,,
3.212121212121212,460.0,1908.0,linear,,,,
3.313131313131313,460.0,1908.0,linear,,,,
3.4141414141414144,460.0,1908.0,linear,,,,
3.515151515151515,460.0,1908.0,linear,,,,
3.616161616161616,460.0,1908.0,linear,,,,
3.717171717171717,460.0,1908.0,linear,,,,
3.8181818181818183,460.0,1908.0,linear,,,,
3.919191919191919,460.0,1908.0,linear,,,,
4.020202020202021,460.0,1908.0,linear,,,,
4.121212121212121,460.0,1908.0,linear,,,,
4.222222222222222,460.0,1908.0,linear,,,,
4.3232323232323235,460.0,1908.0,linear,,,,
4.424242424242424,460.0,1908.0,linear,,,,
4.525252525252525,460.0,1908.0,linear,,,,
4.626262626262626,460.0,1908.0,linear,,,,
4.727272727272727,460.0,1908.0,linear,,,,
4.828282828282829,460.0,1908.0,linear,,,,
4.929292929292929,460.0,1908.0,linear,,,,
5.03030303030303,460.0,1908.0,linear,,,,
5.1313131313131315,460.0,1908.0,linear,,,,
5.232323232323232,460.0,1908.0,linear,,,,
5.333333333333334,460.0,1908.0,linear,,,,
5.434343434343434,460.0,1908.0,linear,,,,
5.5353535353535355,460.0,1908.0,linear,,,,
5.636363636363637,460.0,1908.0,linear,,,,
5.737373737373737,460.0,1908.0,linear,,,,
5.838383838383838,460.0,1908.0,linear,,,,
5.9393939393939394,460.0,1908.0,linear,,,,
6.040404040404041,460.0,1907.979797979798,linear,,,,
6.141414141414141,460.0,1907.9292929292928,linear,,,,
6.242424242424242,460.0,1907.878787878788,linear,,,,
6.343434343434343,460.0,1907.828282828283,linear,,,,
6.444444444444445,460.0,1907.7777777777778,linear,,,,
6.545454545454545,460.0,1907.7272727272727,linear,,,,
6.646464646464646,460.0,1907.6767676767677,linear,,,,
6.747474747474747,460.0,1907.6262626262626,linear,,,,
