Time,Temperature,R_bar,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,0.61,linear,,,,
2.101010101010101,460.0,0.61,linear,,,,
2.202020202020202,460.0,0.61,linear,,,,
2.303030303030303,460.0,0.61,linear,,,,
2.404040404040404,460.0,0.61,linear,,,,
2.505050505050505,460.0,0.61,linear,,,,
2.606060606060606,460.0,0.61,linear,,,,
2.707070707070707,460.0,0.61,linear,,,,
2.808080808080808,460.0,0.61,linear,,,,
2.909090909090909,460.0,0.61,linear,,,,
3.0101010101010104,460.0,0.61,linear,,,,
3.111111111111111,460.0,0.61,linear,,,,
3.212121212121212,460.0,0.61,linear,,,,
3.313131313131313,460.0,0.61,linear,,,,
3.4141414141414144,460.0,0.61,linear,,,,
3.515151515151515,460.0,0.61,linear,,,,
3.616161616161616,460.0,0.61,linear,,,,
3.717171717171717,460.0,0.61,linear,,,,
3.8181818181818183,460.0,0.61,linear,,,,
3.919191919191919,460.0,0.61,linear,,,,
4.020202020202021,460.0,0.61,linear,,,,
4.121212121212121,460.0,0.61,linear,,,,
4.222222222222222,460.0,0.61,linear,,,,
4.3232323232323235,460.0,0.61,linear,,,,
4.424242424242424,460.0,0.61,linear,,,,
4.525252525252525,460.0,0.61,linear,,,,
4.626262626262626,460.0,0.61,linear,,,,
4.727272727272727,460.0,0.61,linear,,,,
4.828282828282829,460.0,0.61,linear,,,,
4.929292929292929,460.0,0.61,linear,,,,
5.03030303030303,460.0,0.61,linear,,,,
5.1313131313131315,460.0,0.61,linear,,,,
5.232323232323232,460.0,0.61,linear,,,,
5.333333333333334,460.0,0.61,linear,,,,
5.434343434343434,460.0,0.61,linear,,,,
5.5353535353535355,460.0,0.61,linear,,,,
5.636363636363637,460.0,0.61,linear,,,,
5.737373737373737,460.0,0.61,linear,,,,
5.838383838383838,460.0,0.61,linear,,,,
5.9393939393939394,460.0,0.61,linear,,,,
6.040404040404041,460.0,0.6095959595959596,linear,,,,
6.141414141414141,460.0,0.6085858585858586,linear,,,,
6.242424242424242,460.0,0.6075757575757575,linear,,,,
6.343434343434343,460.0,0.6065656565656565,linear,,,,
6.444444444444445,460.0,0.6055555555555555,linear,,,,
6.545454545454545,460.0,0.6045454545454545,linear,,,,
6.646464646464646,460.0,0.6035353535353535,linear,,,,
6.747474747474747,460.0,0.6025252525252525,linear,,,,
6.848484848484849,460.0,0.6015151515151514,linear,,,,
6.94949494949495,460.0,0.6005050505050504,linear,,,,
7.05050505050505,460.0,0.5994949494949495,linear,,,,
7.151515151515151,460.0,0.5984848484848485,linear,,,,
7.252525252525253,460.0,0.5974747474747475,linear,,,,
7.353535353535354,460.0,0.5964646464646465,linear,,,,
7.454545454545454,460.0,0.5954545454545455,linear,,,,
7.555555555555555,460.0,0.5944444444444444,linear,,,,
7.656565656565657,460.0,0.5934343434343434,linear,,,,
7.757575757575758,460.0,0.5924242424242424,linear,,,,
7.858585858585858,460.0,0.5914141414141414,linear,,,,
7.959595959595959,460.0,0.5904040404040404,linear,,,,
8.06060606060606,460.0,0.5906060606060605,linear,,,,
8.161616161616163,460.0,0.5916161616161616,linear,,,,
8.262626262626263,460.0,0.5926262626262626,linear,,,,
8.363636363636363,460.0,0.5936363636363636,linear,,,,
8.464646464646464,460.0,0.5946464646464646,linear,,,,
8.565656565656566,460.0,0.5956565656565656,linear,,,,
8.666666666666668,460.0,0.5966666666666667,linear,,,,
8.767676767676768,460.0,0.5976767676767677,linear,,,,
8.868686868686869,460.0,0.5986868686868686,linear,,,,
8.969696969696969,460.0,0.5996969696969696,linear,,,,
9.070707070707071,460.0,0.6007070707070706,linear,,,,
9.171717171717171,460.0,0.6017171717171718,linear,,,,
9.272727272727273,460.0,0.6027272727272727,linear,,,,
9.373737373737374,460.0,0.6037373737373737,linear,,,,
9.474747474747474,460.0,0.6047474747474747,linear,,,,
9.575757575757574,460.0,0.6057575757575757,linear,,,,
9.676767676767676,460.0,0.6067676767676767,linear,,,,
9.777777777777779,460.0,0.6077777777777778,linear,,,,
9.878787878787879,460.0,0.6087878787878788,linear,,,,
9.97979797979798,460.0,0.6097979797979798,linear,,,,
10.080808080808081,460.0,0.6108080808080808,linear,,,,
10.181818181818182,460.0,0.6118181818181818,linear,,,,
10.282828282828282,460.0,0.6128282828282828,linear,,,,
10.383838383838384,460.0,0.6138383838383838,linear,,,,
10.484848484848484,460.0,0.6148484848484849,linear,,,,
10.585858585858587,460.0,0.6158585858585859,linear,,,,
10.686868686868687,460.0,0.6168686868686868,linear,,,,
10.787878787878787,460.0,0.6178787878787879,linear,,,,
10.88888888888889,460.0,0.6188888888888889,linear,,,,
10.98989898989899,460.0,0.6198989898989898,linear,,,,
11.09090909090909,460.0,0.6209090909090909,linear,,,,
11.191919191919192,460.0,0.6219191919191919,linear,,,,
11.292929292929292,460.0,0.622929292929293,linear,,,,
11.393939393939394,460.0,0.623939393939394,linear,,,,
11.494949494949495,460.0,0.6249494949494949,linear,,,,
11.595959595959595,460.0,0.6259595959595959,linear,,,,
11.696969696969697,460.0,0.626969696969697,linear,,,,
11.797979797979798,460.0,0.627979797979798,linear,,,,
11.8989898989899,460.0,0.628989898989899,linear,,,,
12.0,460.0,0.63,linear,,,,
2.0,461.4141414141414,0.61,linear,,,,
2.101010101010101,461.4141414141414,0.61,linear,,,,
2.202020202020202,461.4141414141414,0.61,linear,,,,
2.303030303030303,461.4141414141414,0.61,linear,,,,
2.404040404040404,461.4141414141414,0.61,linear,,,,
2.505050505050505,461.4141414141414,0.61,linear,,,,
