Time,Temperature,delta_R,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,0.11,linear,,,,
2.101010101010101,460.0,0.11,linear,,,,
2.202020202020202,460.0,0.11,linear,,,,
2.303030303030303,460.0,0.11,linear,,,,
2.404040404040404,460.0,0.11,linear,,,,
2.505050505050505,460.0,0.11,linear,,,,
2.606060606060606,460.0,0.11,linear,,,,
2.707070707070707,460.0,0.11,linear,,,,
2.808080808080808,460.0,0.11,linear,,,,
2.909090909090909,460.0,0.11,linear,,,,
3.0101010101010104,460.0,0.11,linear,,,,
3.111111111111111,460.0,0.11,linear,,,,
3.212121212121212,460.0,0.11,linear,,,,
3.313131313131313,460.0,0.11,linear,,,,
3.4141414141414144,460.0,0.11,linear,,,,
3.515151515151515,460.0,0.11,linear,,,,
3.616161616161616,460.0,0.11,linear,,,,
3.717171717171717,460.0,0.11,linear,,,,
3.8181818181818183,460.0,0.11,linear,,,,
3.919191919191919,460.0,0.11,linear,,,,
4.020202020202021,460.0,0.11,linear,,,,
4.121212121212121,460.0,0.11,linear,,,,
4.222222222222222,460.0,0.11,linear,,,,
4.3232323232323235,460.0,0.11,linear,,,,
4.424242424242424,460.0,0.11,linear,,,,
4.525252525252525,460.0,0.11,linear,,,,
4.626262626262626,460.0,0.11,linear,,,,
4.727272727272727,460.0,0.11,linear,,,,
4.828282828282829,460.0,0.11,linear,,,,
4.929292929292929,460.0,0.11,linear,,,,
5.03030303030303,460.0,0.11,linear,,,,
5.1313131313131315,460.0,0.11,linear,,,,
5.232323232323232,460.0,0.11,linear,,,,
5.333333333333334,460.0,0.11,linear,,,,
5.434343434343434,460.0,0.11,linear,,,,
5.5353535353535355,460.0,0.11,linear,,,,
5.636363636363637,460.0,0.11,linear,,,,
5.737373737373737,460.0,0.11,linear,,,,
5.838383838383838,460.0,0.11,linear,,,,
5.9393939393939394,460.0,0.11,linear,,,,
6.040404040404041,460.0,0.10757575757575756,linear,,,,
6.141414141414141,460.0,0.10151515151515154,linear,,,,
6.242424242424242,460.0,0.09545454545454547,linear,,,,
6.343434343434343,460.0,0.0893939393939394,linear,,,,
6.444444444444445,460.0,0.08333333333333333,linear,,,,
6.545454545454545,460.0,0.0772727272727273,linear,,,,
6.646464646464646,460.0,0.07121212121212123,linear,,,,
6.747474747474747,460.0,0.06515151515151515,linear,,,,
6.848484848484849,460.0,0.05909090909090908,linear,,,,
6.94949494949495,460.0,0.05303030303030301,linear,,,,
7.05050505050505,460.0,0.04696969696969699,linear,,,,
7.151515151515151,460.0,0.040909090909090916,linear,,,,
7.252525252525253,460.0,0.034848484848484844,linear,,,,
7.353535353535354,460.0,0.028787878787878772,linear,,,,
7.454545454545454,460.0,0.022727272727272752,linear,,,,
7.555555555555555,460.0,0.01666666666666668,linear,,,,
7.656565656565657,460.0,0.010606060606060607,linear,,,,
7.757575757575758,460.0,0.004545454545454532,linear,,,,
7.858585858585858,460.0,-0.0015151515151514867,linear,,,,
7.959595959595959,460.0,-0.00757575757575756,linear,,,,
8.06060606060606,460.0,-0.009696969696969699,linear,,,,
8.161616161616163,460.0,-0.00919191919191919,linear,,,,
8.262626262626263,460.0,-0.008686868686868689,linear,,,,
8.363636363636363,460.0,-0.008181818181818186,linear,,,,
8.464646464646464,460.0,-0.007676767676767682,linear,,,,
8.565656565656566,460.0,-0.007171717171717174,linear,,,,
8.666666666666668,460.0,-0.006666666666666663,linear,,,,
8.767676767676768,460.0,-0.006161616161616161,linear,,,,
8.868686868686869,460.0,-0.00565656565656566,linear,,,,
8.969696969696969,460.0,-0.005151515151515159,linear,,,,
9.070707070707071,460.0,-0.004646464646464645,linear,,,,
9.171717171717171,460.0,-0.0041414141414141455,linear,,,,
9.272727272727273,460.0,-0.0036363636363636355,linear,,,,
9.373737373737374,460.0,-0.003131313131313132,linear,,,,
9.474747474747474,460.0,-0.0026262626262626323,linear,,,,
9.575757575757574,460.0,-0.002121212121212128,linear,,,,
9.676767676767676,460.0,-0.001616161616161618,linear,,,,
9.777777777777779,460.0,-0.0011111111111111074,linear,,,,
9.878787878787879,460.0,-0.000606060606060608,linear,,,,
9.97979797979798,460.0,-0.00010101010101010364,linear,,,,
10.080808080808081,460.0,0.00040404040404040664,linear,,,,
10.181818181818182,460.0,0.0009090909090909072,linear,,,,
10.282828282828282,460.0,0.0014141414141414096,linear,,,,
10.383838383838384,460.0,0.0019191919191919207,linear,,,,
10.484848484848484,460.0,0.0024242424242424216,linear,,,,
10.585858585858587,460.0,0.0029292929292929325,linear,,,,
10.686868686868687,460.0,0.0034343434343434348,linear,,,,
10.787878787878787,460.0,0.003939393939393936,linear,,,,
10.88888888888889,460.0,0.004444444444444446,linear,,,,
10.98989898989899,460.0,0.004949494949494948,linear,,,,
11.09090909090909,460.0,0.00545454545454545,linear,,,,
11.191919191919192,460.0,0.005959595959595961,linear,,,,
11.292929292929292,460.0,0.006464646464646464,linear,,,,
11.393939393939394,460.0,0.006969696969696972,linear,,,,
11.494949494949495,460.0,0.007474747474747474,linear,,,,
11.595959595959595,460.0,0.007979797979797977,linear,,,,
11.696969696969697,460.0,0.008484848484848486,linear,,,,
11.797979797979798,460.0,0.008989898989898989,linear,,,,
11.8989898989899,460.0,0.009494949494949497,linear,,,,
12.0,460.0,0.01,linear,,,,
2.0,461.4141414141414,0.11,linear,,,,
2.101010101010101,461.4141414141414,0.11,linear,,,,
2.202020202020202,461.4141414141414,0.11,linear,,,,
2.303030303030303,461.4141414141414,0.11,linear,,,,
2.404040404040404,461.4141414141414,0.11,linear,,,,
