Time,Temperature,E_sigma,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,0.005841691990377832,kriging,,,gaussian,0.0
2.101010101010101,460.0,0.0055520429880169175,kriging,,,gaussian,0.0
2.202020202020202,460.0,0.0052901656258024865,kriging,,,gaussian,0.0
2.303030303030303,460.0,0.004997623816823201,kriging,,,gaussian,0.0
2.404040404040404,460.0,0.004738325586591496,kriging,,,gaussian,0.0
2.505050505050505,460.0,0.00448428733935514,kriging,,,gaussian,0.0
2.606060606060606,460.0,0.004233308893965345,kriging,,,gaussian,0.0
2.707070707070707,460.0,0.00398331042206847,kriging,,,gaussian,0.0
2.808080808080808,460.0,0.0037682966723277217,kriging,,,gaussian,0.0
2.909090909090909,460.0,0.003551500455247138,kriging,,,gaussian,0.0
3.0101010101010104,460.0,0.0033474381851330013,kriging,,,gaussian,0.0
3.111111111111111,460.0,0.0031646239444792284,kriging,,,gaussian,0.0
3.212121212121212,460.0,0.0029849445882438406,kriging,,,gaussian,0.0
3.313131313131313,460.0,0.0027525328899795616,kriging,,,gaussian,0.0
3.4141414141414144,460.0,0.00258553032160212,kriging,,,gaussian,0.0
3.515151515151515,460.0,0.002455500548029274,kriging,,,gaussian,0.0
3.616161616161616,460.0,0.0023369766381086685,kriging,,,gaussian,0.0
3.717171717171717,460.0,0.002101146333250877,kriging,,,gaussian,0.0
3.8181818181818183,460.0,0.001963543715641067,kriging,,,gaussian,0.0
3.919191919191919,460.0,0.0019351809681728708,kriging,,,gaussian,0.0
4.020202020202021,460.0,0.0017580861164152547,kriging,,,gaussian,0.0
4.121212121212121,460.0,0.0016833447506888453,kriging,,,gaussian,0.0
4.222222222222222,460.0,0.0015708971471597186,kriging,,,gaussian,0.0
4.3232323232323235,460.0,0.0014978270669108568,kriging,,,gaussian,0.0
4.424242424242424,460.0,0.0013979984791896727,kriging,,,gaussian,0.0
4.525252525252525,460.0,0.0012724015457038233,kriging,,,gaussian,0.0
4.626262626262626,460.0,0.0011725059144934576,kriging,,,gaussian,0.0
4.727272727272727,460.0,0.0011634404253806558,kriging,,,gaussian,0.0
4.828282828282829,460.0,0.0011224144538846505,kriging,,,gaussian,0.0
4.929292929292929,460.0,0.0010493337348230374,kriging,,,gaussian,0.0
5.03030303030303,460.0,0.0010085653003445588,kriging,,,gaussian,0.0
5.1313131313131315,460.0,0.000966373876865824,kriging,,,gaussian,0.0
5.232323232323232,460.0,0.0009856973260770432,kriging,,,gaussian,0.0
5.333333333333334,460.0,0.0008251497518102803,kriging,,,gaussian,0.0
5.434343434343434,460.0,0.0006909177551057407,kriging,,,gaussian,0.0
5.5353535353535355,460.0,0.0008894376418388763,kriging,,,gaussian,0.0
5.636363636363637,460.0,0.0010233253878364605,kriging,,,gaussian,0.0
5.737373737373737,460.0,0.0009941168227272426,kriging,,,gaussian,0.0
5.838383838383838,460.0,0.0008721639138862701,kriging,,,gaussian,0.0
5.9393939393939394,460.0,0.0008654431608778386,kriging,,,gaussian,0.0
6.040404040404041,460.0,0.0009235877623160846,kriging,,,gaussian,0.0
6.141414141414141,460.0,0.0009112209328830778,kriging,,,gaussian,0.0
6.242424242424242,460.0,0.0009145464529715529,kriging,,,gaussian,0.0
6.343434343434343,460.0,0.000919737587055154,kriging,,,gaussian,0.0
6.444444444444445,460.0,0.0008963343867513228,kriging,,,gaussian,0.0
6.545454545454545,460.0,0.0008827263973548457,kriging,,,gaussian,0.0
6.646464646464646,460.0,0.0008309298604336536,kriging,,,gaussian,0.0
6.747474747474747,460.0,0.0008533580183199744,kriging,,,gaussian,0.0
6.848484848484849,460.0,0.0008018100506045566,kriging,,,gaussian,0.0
6.94949494949495,460.0,0.0008930565617100236,kriging,,,gaussian,0.0
7.05050505050505,460.0,0.0009529893989159624,kriging,,,gaussian,0.0
7.151515151515151,460.0,0.000795106860060176,kriging,,,gaussian,0.0
7.252525252525253,460.0,0.0008697373557674553,kriging,,,gaussian,0.0
7.353535353535354,460.0,0.0009336710585595297,kriging,,,gaussian,0.0
7.454545454545454,460.0,0.0009213714702001684,kriging,,,gaussian,0.0
7.555555555555555,460.0,0.0008619549843658293,kriging,,,gaussian,0.0
7.656565656565657,460.0,0.0008144174965465129,kriging,,,gaussian,0.0
7.757575757575758,460.0,0.00100239163209754,kriging,,,gaussian,0.0
7.858585858585858,460.0,0.000925325510461581,kriging,,,gaussian,0.0
7.959595959595959,460.0,0.00097235243902105,kriging,,,gaussian,0.0
8.06060606060606,460.0,0.0009153126512475458,kriging,,,gaussian,0.0
8.161616161616163,460.0,0.0008530983111047254,kriging,,,gaussian,0.0
8.262626262626263,460.0,0.000986682259983159,kriging,,,gaussian,0.0
8.363636363636363,460.0,0.000963609993526925,kriging,,,gaussian,0.0
8.464646464646464,460.0,0.0008217364193778649,kriging,,,gaussian,0.0
8.565656565656566,460.0,0.0009128546538177338,kriging,,,gaussian,0.0
8.666666666666668,460.0,0.0009875601407062435,kriging,,,gaussian,0.0
8.767676767676768,460.0,0.0010744432411844585,kriging,,,gaussian,0.0
8.868686868686869,460.0,0.0008561898450405434,kriging,,,gaussian,0.0
8.969696969696969,460.0,0.0008276533922628858,kriging,,,gaussian,0.0
