Time,Temperature,v_sigma,technique,kernel,smooth,variogram_model,nugget
4.222222222222222,587.2727272727273,0.0018785275928790584,kriging,,,gaussian,0.0
4.3232323232323235,587.2727272727273,0.0018785275521932708,kriging,,,gaussian,0.0
4.424242424242424,587.2727272727273,0.0018785275081855302,kriging,,,gaussian,0.0
4.525252525252525,587.2727272727273,0.001878527471995918,kriging,,,gaussian,0.0
4.626262626262626,587.2727272727273,0.00187852744030009,kriging,,,gaussian,0.0
4.727272727272727,587.2727272727273,0.0018785274111304652,kriging,,,gaussian,0.0
4.828282828282829,587.2727272727273,0.0018785273853304011,kriging,,,gaussian,0.0
4.929292929292929,587.2727272727273,0.0018785273633791007,kriging,,,gaussian,0.0
5.03030303030303,587.2727272727273,0.00187852734112109,kriging,,,gaussian,0.0
5.1313131313131315,587.2727272727273,0.001878527323695208,kriging,,,gaussian,0.0
5.232323232323232,587.2727272727273,0.0018785273090274918,kriging,,,gaussian,0.0
5.333333333333334,587.2727272727273,0.0018785272931140906,kriging,,,gaussian,0.0
5.434343434343434,587.2727272727273,0.0018785272790914744,kriging,,,gaussian,0.0
5.5353535353535355,587.2727272727273,0.0018785272620242962,kriging,,,gaussian,0.0
5.636363636363637,587.2727272727273,0.0018785272439273881,kriging,,,gaussian,0.0
5.737373737373737,587.2727272727273,0.0018785272287159052,kriging,,,gaussian,0.0
5.838383838383838,587.2727272727273,0.0018785272053478868,kriging,,,gaussian,0.0
5.9393939393939394,587.2727272727273,0.0018785271825146862,kriging,,,gaussian,0.0
6.040404040404041,587.2727272727273,0.001878527158700655,kriging,,,gaussian,0.0
6.141414141414141,587.2727272727273,0.0018785271264086282,kriging,,,gaussian,0.0
6.242424242424242,587.2727272727273,0.0018785270949302324,kriging,,,gaussian,0.0
6.343434343434343,587.2727272727273,0.001878527056964933,kriging,,,gaussian,0.0
6.444444444444445,587.2727272727273,0.0018785270144976742,kriging,,,gaussian,0.0
6.545454545454545,587.2727272727273,0.0018785269658493549,kriging,,,gaussian,0.0
6.646464646464646,587.2727272727273,0.0018785269178267872,kriging,,,gaussian,0.0
6.747474747474747,587.2727272727273,0.0018785268662179857,kriging,,,gaussian,0.0
6.848484848484849,587.2727272727273,0.0018785268128032279,kriging,,,gaussian,0.0
6.94949494949495,587.2727272727273,0.0018785267538324454,kriging,,,gaussian,0.0
7.05050505050505,587.2727272727273,0.0018785267016759224,kriging,,,gaussian,0.0
7.151515151515151,587.2727272727273,0.0018785266459847105,kriging,,,gaussian,0.0
7.252525252525253,587.2727272727273,0.001878526596408034,kriging,,,gaussian,0.0
7.353535353535354,587.2727272727273,0.0018785265564441249,kriging,,,gaussian,0.0
7.454545454545454,587.2727272727273,0.0018785265215022328,kriging,,,gaussian,0.0
7.555555555555555,587.2727272727273,0.001878526501669658,kriging,,,gaussian,0.0
7.656565656565657,587.2727272727273,0.001878526499160436,kriging,,,gaussian,0.0
7.757575757575758,587.2727272727273,0.0018785265179295555,kriging,,,gaussian,0.0
7.858585858585858,587.2727272727273,0.001878526563628652,kriging,,,gaussian,0.0
7.959595959595959,587.2727272727273,0.0018785266367185836,kriging,,,gaussian,0.0
8.06060606060606,587.2727272727273,0.001878526754899286,kriging,,,gaussian,0.0
8.161616161616163,587.2727272727273,0.0018785269153756491,kriging,,,gaussian,0.0
8.262626262626263,587.2727272727273,0.0018785271310983779,kriging,,,gaussian,0.0
8.363636363636363,587.2727272727273,0.0018785274095528806,kriging,,,gaussian,0.0
8.464646464646464,587.2727272727273,0.0018785277535691286,kriging,,,gaussian,0.0
8.565656565656566,587.2727272727273,0.0018785281844204908,kriging,,,gaussian,0.0
8.666666666666668,587.2727272727273,0.0018785287044988841,kriging,,,gaussian,0.0
8.767676767676768,587.2727272727273,0.0018785293311463596,kriging,,,gaussian,0.0
8.868686868686869,587.2727272727273,0.001878530079984988,kriging,,,gaussian,0.0
8.969696969696969,587.2727272727273,0.0018785309566752102,kriging,,,gaussian,0.0
9.070707070707071,587.2727272727273,0.0018785319804811749,kriging,,,gaussian,0.0
9.171717171717171,587.2727272727273,0.0018785331739544658,kriging,,,gaussian,0.0
9.272727272727273,587.2727272727273,0.0018785345416102415,kriging,,,gaussian,0.0
9.373737373737374,587.2727272727273,0.0018785361154515547,kriging,,,gaussian,0.0
9.474747474747474,587.2727272727273,0.001878537908817568,kriging,,,gaussian,0.0
9.575757575757574,587.2727272727273,0.0018785399471706473,kriging,,,gaussian,0.0
9.676767676767676,587.2727272727273,0.0018785422499126509,kriging,,,gaussian,0.0
9.777777777777779,587.2727272727273,0.0018785448453436443,kriging,,,gaussian,0.0
9.878787878787879,587.2727272727273,0.0018785477567989195,kriging,,,gaussian,0.0
9.97979797979798,587.2727272727273,0.0018785510160355598,kriging,,,gaussian,0.0
10.080808080808081,587.2727272727273,0.0018785546462878411,kriging,,,gaussian,0.0
10.181818181818182,587.2727272727273,0.0018785586835807645,kriging,,,gaussian,0.0
10.282828282828282,587.2727272727273,0.001878563157052685,kriging,,,gaussian,0.0
10.383838383838384,587.2727272727273,0.00187856810225656,kriging,,,gaussian,0.0
10.484848484848484,587.2727272727273,0.001878573561084324,kriging,,,gaussian,0.0
10.585858585858587,587.2727272727273,0.0018785795645300364,kriging,,,gaussian,0.0
10.686868686868687,587.2727272727273,0.0018785861574397073,kriging,,,gaussian,0.0
10.787878787878787,587.2727272727273,0.0018785933805569592,kriging,,,gaussian,0.0
10.88888888888889,587.2727272727273,0.0018786012778498867,kriging,,,gaussian,0.0
10.98989898989899,587.2727272727273,0.0018786098963580024,kriging,,,gaussian,0.0
11.09090909090909,587.2727272727273,0.001878619293672998,kriging,,,gaussian,0.0
11.191919191919192,587.2727272727273,0.0018786295075480925,kriging,,,gaussian,0.0
11.292929292929292,587.2727272727273,0.001878640599560483,kriging,,,gaussian,0.0
11.393939393939394,587.2727272727273,0.0018786526248057095,kriging,,,gaussian,0.0
11.494949494949495,587.2727272727273,0.0018786656399390166,kriging,,,gaussian,0.0
11.595959595959595,587.2727272727273,0.0018786797060208304,kriging,,,gaussian,0.0
11.696969696969697,587.2727272727273,0.0018786948911844708,kriging,,,gaussian,0.0
11.797979797979798,587.2727272727273,0.0018787112573710539,kriging,,,gaussian,0.0
11.8989898989899,587.2727272727273,0.0018787288745378597,kriging,,,gaussian,0.0
12.0,587.2727272727273,0.0018787478138477794,kriging,,,gaussian,0.0
2.0,588.6868686868687,0.0017247818240890764,kriging,,,gaussian,0.0
2.101010101010101,588.6868686868687,0.0017247817674304088,kriging,,,gaussian,0.0
2.202020202020202,588.6868686868687,0.0017247817065156944,kriging,,,gaussian,0.0
2.303030303030303,588.6868686868687,0.0017247816380219568,kriging,,,gaussian,0.0
2.404040404040404,588.6868686868687,0.001724781577605944,kriging,,,gaussian,0.0
2.505050505050505,588.6868686868687,0.001724781507158675,kriging,,,gaussian,0.0
2.606060606060606,588.6868686868687,0.0017247814345910323,kriging,,,gaussian,0.0
2.707070707070707,588.6868686868687,0.0017247813633157428,kriging,,,gaussian,0.0
2.808080808080808,588.6868686868687,0.0017247812886093355,kriging,,,gaussian,0.0
2.909090909090909,588.6868686868687,0.001724781210381181,kriging,,,gaussian,0.0
3.0101010101010104,588.6868686868687,0.0017247811321801285,kriging,,,gaussian,0.0
3.111111111111111,588.6868686868687,0.0017247810550982449,kriging,,,gaussian,0.0
3.212121212121212,588.6868686868687,0.0017247809777454783,kriging,,,gaussian,0.0
3.313131313131313,588.6868686868687,0.0017247809017229244,kriging,,,gaussian,0.0
3.4141414141414144,588.6868686868687,0.0017247808290637402,kriging,,,gaussian,0.0
3.515151515151515,588.6868686868687,0.0017247807535503137,kriging,,,gaussian,0.0
3.616161616161616,588.6868686868687,0.0017247806834313547,kriging,,,gaussian,0.0
3.717171717171717,588.6868686868687,0.0017247806177039138,kriging,,,gaussian,0.0
3.8181818181818183,588.6868686868687,0.001724780550551376,kriging,,,gaussian,0.0
3.919191919191919,588.6868686868687,0.0017247804915352938,kriging,,,gaussian,0.0
4.020202020202021,588.6868686868687,0.0017247804373501764,kriging,,,gaussian,0.0
4.121212121212121,588.6868686868687,0.0017247803812909912,kriging,,,gaussian,0.0
4.222222222222222,588.6868686868687,0.0017247803354232994,kriging,,,gaussian,0.0
4.3232323232323235,588.6868686868687,0.001724780291558482,kriging,,,gaussian,0.0
4.424242424242424,588.6868686868687,0.0017247802546969716,kriging,,,gaussian,0.0
4.525252525252525,588.6868686868687,0.0017247802193335264,kriging,,,gaussian,0.0
4.626262626262626,588.6868686868687,0.0017247801894718527,kriging,,,gaussian,0.0
4.727272727272727,588.6868686868687,0.0017247801645909684,kriging,,,gaussian,0.0
4.828282828282829,588.6868686868687,0.0017247801412765666,kriging,,,gaussian,0.0
4.929292929292929,588.6868686868687,0.0017247801189298946,kriging,,,gaussian,0.0
5.03030303030303,588.6868686868687,0.0017247801022182904,kriging,,,gaussian,0.0
5.1313131313131315,588.6868686868687,0.0017247800862605668,kriging,,,gaussian,0.0
5.232323232323232,588.6868686868687,0.0017247800684195352,kriging,,,gaussian,0.0
5.333333333333334,588.6868686868687,0.0017247800586974982,kriging,,,gaussian,0.0
5.434343434343434,588.6868686868687,0.0017247800403232434,kriging,,,gaussian,0.0
5.5353535353535355,588.6868686868687,0.0017247800261555963,kriging,,,gaussian,0.0
5.636363636363637,588.6868686868687,0.0017247800116294693,kriging,,,gaussian,0.0
5.737373737373737,588.6868686868687,0.0017247799952984464,kriging,,,gaussian,0.0
5.838383838383838,588.6868686868687,0.0017247799722288797,kriging,,,gaussian,0.0
5.9393939393939394,588.6868686868687,0.0017247799517137387,kriging,,,gaussian,0.0
6.040404040404041,588.6868686868687,0.001724779917687379,kriging,,,gaussian,0.0
6.141414141414141,588.6868686868687,0.0017247798862078535,kriging,,,gaussian,0.0
6.242424242424242,588.6868686868687,0.0017247798483722519,kriging,,,gaussian,0.0
6.343434343434343,588.6868686868687,0.0017247798063302993,kriging,,,gaussian,0.0
6.444444444444445,588.6868686868687,0.0017247797643170622,kriging,,,gaussian,0.0
6.545454545454545,588.6868686868687,0.0017247797129757983,kriging,,,gaussian,0.0
6.646464646464646,588.6868686868687,0.0017247796573381699,kriging,,,gaussian,0.0
6.747474747474747,588.6868686868687,0.001724779600174226,kriging,,,gaussian,0.0
6.848484848484849,588.6868686868687,0.0017247795431267435,kriging,,,gaussian,0.0
6.94949494949495,588.6868686868687,0.0017247794845565464,kriging,,,gaussian,0.0
7.05050505050505,588.6868686868687,0.001724779428157048,kriging,,,gaussian,0.0
7.151515151515151,588.6868686868687,0.0017247793745882945,kriging,,,gaussian,0.0
7.252525252525253,588.6868686868687,0.0017247793240765968,kriging,,,gaussian,0.0
7.353535353535354,588.6868686868687,0.0017247792892526204,kriging,,,gaussian,0.0
7.454545454545454,588.6868686868687,0.0017247792573757052,kriging,,,gaussian,0.0
7.555555555555555,588.6868686868687,0.0017247792470647966,kriging,,,gaussian,0.0
7.656565656565657,588.6868686868687,0.0017247792595707983,kriging,,,gaussian,0.0
7.757575757575758,588.6868686868687,0.0017247792960202956,kriging,,,gaussian,0.0
7.858585858585858,588.6868686868687,0.0017247793657449685,kriging,,,gaussian,0.0
7.959595959595959,588.6868686868687,0.0017247794747841804,kriging,,,gaussian,0.0
8.06060606060606,588.6868686868687,0.0017247796259862846,kriging,,,gaussian,0.0
8.161616161616163,588.6868686868687,0.0017247798371584663,kriging,,,gaussian,0.0
8.262626262626263,588.6868686868687,0.0017247801079673002,kriging,,,gaussian,0.0
8.363636363636363,588.6868686868687,0.0017247804568955348,kriging,,,gaussian,0.0
8.464646464646464,588.6868686868687,0.0017247808848569895,kriging,,,gaussian,0.0
8.565656565656566,588.6868686868687,0.0017247814124191783,kriging,,,gaussian,0.0
8.666666666666668,588.6868686868687,0.0017247820471647836,kriging,,,gaussian,0.0
8.767676767676768,588.6868686868687,0.0017247828091501048,kriging,,,gaussian,0.0
8.868686868686869,588.6868686868687,0.0017247837036562402,kriging,,,gaussian,0.0
8.969696969696969,588.6868686868687,0.0017247847555070617,kriging,,,gaussian,0.0
9.070707070707071,588.6868686868687,0.001724785981653782,kriging,,,gaussian,0.0
9.171717171717171,588.6868686868687,0.001724787392299914,kriging,,,gaussian,0.0
9.272727272727273,588.6868686868687,0.0017247890216949343,kriging,,,gaussian,0.0
