Time,Temperature,delta_R_sigma,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,0.03252617540428181,kriging,,,spherical,0.0
2.101010101010101,460.0,0.032357117777779616,kriging,,,spherical,0.0
2.202020202020202,460.0,0.03217785022735524,kriging,,,spherical,0.0
2.303030303030303,460.0,0.03198796089602166,kriging,,,spherical,0.0
2.404040404040404,460.0,0.03178700420861194,kriging,,,spherical,0.0
2.505050505050505,460.0,0.03157449996275961,kriging,,,spherical,0.0
2.606060606060606,460.0,0.03134993209955561,kriging,,,spherical,0.0
2.707070707070707,460.0,0.03111274711087049,kriging,,,spherical,0.0
2.808080808080808,460.0,0.03086235203144663,kriging,,,spherical,0.0
2.909090909090909,460.0,0.03059811195290006,kriging,,,spherical,0.0
3.0101010101010104,460.0,0.030319346983131972,kriging,,,spherical,0.0
3.111111111111111,460.0,0.030025328557551766,kriging,,,spherical,0.0
3.212121212121212,460.0,0.029715274986914505,kriging,,,spherical,0.0
3.313131313131313,460.0,0.029388346099070938,kriging,,,spherical,0.0
3.4141414141414144,460.0,0.02904363679661341,kriging,,,spherical,0.0
3.515151515151515,460.0,0.028680169306655526,kriging,,,spherical,0.0
3.616161616161616,460.0,0.028296883839169895,kriging,,,spherical,0.0
3.717171717171717,460.0,0.02789262729131027,kriging,,,spherical,0.0
3.8181818181818183,460.0,0.027466139529670114,kriging,,,spherical,0.0
3.919191919191919,460.0,0.027016036639948136,kriging,,,spherical,0.0
4.020202020202021,460.0,0.026540790338547896,kriging,,,spherical,0.0
4.121212121212121,460.0,0.02603870247018977,kriging,,,spherical,0.0
4.222222222222222,460.0,0.025507873134671847,kriging,,,spherical,0.0
4.3232323232323235,460.0,0.024946160440302033,kriging,,,spherical,0.0
4.424242424242424,460.0,0.024351129085512336,kriging,,,spherical,0.0
4.525252525252525,460.0,0.023719983784830666,kriging,,,spherical,0.0
4.626262626262626,460.0,0.023049481749503754,kriging,,,spherical,0.0
4.727272727272727,460.0,0.02233581561017247,kriging,,,spherical,0.0
4.828282828282829,460.0,0.021574453626040227,kriging,,,spherical,0.0
4.929292929292929,460.0,0.020759916466599238,kriging,,,spherical,0.0
5.03030303030303,460.0,0.019885456784331065,kriging,,,spherical,0.0
5.1313131313131315,460.0,0.018942557939195782,kriging,,,spherical,0.0
5.232323232323232,460.0,0.017919817677754152,kriging,,,spherical,0.0
5.333333333333334,460.0,0.016802777801840436,kriging,,,spherical,0.0
5.434343434343434,460.0,0.01557158123047672,kriging,,,spherical,0.0
5.5353535353535355,460.0,0.01419699992336814,kriging,,,spherical,0.0
5.636363636363637,460.0,0.012632787091637879,kriging,,,spherical,0.0
5.737373737373737,460.0,0.010797368095143813,kriging,,,spherical,0.0
5.838383838383838,460.0,0.008517833646322014,kriging,,,spherical,0.0
5.9393939393939394,460.0,0.00524491872891454,kriging,,,spherical,0.0
6.040404040404041,460.0,0.004254781416089561,kriging,,,spherical,0.0
6.141414141414141,460.0,0.007760398641600474,kriging,,,spherical,0.0
6.242424242424242,460.0,0.009890208179745634,kriging,,,spherical,0.0
6.343434343434343,460.0,0.011437994608544706,kriging,,,spherical,0.0
6.444444444444445,460.0,0.012617915017369138,kriging,,,spherical,0.0
6.545454545454545,460.0,0.013525095480357598,kriging,,,spherical,0.0
6.646464646464646,460.0,0.014210673794172998,kriging,,,spherical,0.0
6.747474747474747,460.0,0.014704749918773572,kriging,,,spherical,0.0
6.848484848484849,460.0,0.015025539486802353,kriging,,,spherical,0.0
6.94949494949495,460.0,0.015183569814930114,kriging,,,spherical,0.0
7.05050505050505,460.0,0.015183685880408335,kriging,,,spherical,0.0
7.151515151515151,460.0,0.015025877093307612,kriging,,,spherical,0.0
7.252525252525253,460.0,0.014705277838153707,kriging,,,spherical,0.0
7.353535353535354,460.0,0.01421134182874188,kriging,,,spherical,0.0
7.454545454545454,460.0,0.013525837403626558,kriging,,,spherical,0.0
7.555555555555555,460.0,0.01261865308372735,kriging,,,spherical,0.0
7.656565656565657,460.0,0.011438646211213916,kriging,,,spherical,0.0
7.757575757575758,460.0,0.00989069587926564,kriging,,,spherical,0.0
7.858585858585858,460.0,0.007760666685135994,kriging,,,spherical,0.0
7.959595959595959,460.0,0.004254831001451658,kriging,,,spherical,0.0
8.06060606060606,460.0,0.005228798936841408,kriging,,,spherical,0.0
8.161616161616163,460.0,0.008445842681523314,kriging,,,spherical,0.0
8.262626262626263,460.0,0.010644503815113516,kriging,,,spherical,0.0
8.363636363636363,460.0,0.012377610226877854,kriging,,,spherical,0.0
8.464646464646464,460.0,0.013819540572474578,kriging,,,spherical,0.0
8.565656565656566,460.0,0.015052570603872769,kriging,,,spherical,0.0
8.666666666666668,460.0,0.01612326737795139,kriging,,,spherical,0.0
8.767676767676768,460.0,0.017060958144132065,kriging,,,spherical,0.0
8.868686868686869,460.0,0.017885456295053826,kriging,,,spherical,0.0
8.969696969696969,460.0,0.018610820810095376,kriging,,,spherical,0.0
9.070707070707071,460.0,0.019247386314436694,kriging,,,spherical,0.0
9.171717171717171,460.0,0.01980294613819828,kriging,,,spherical,0.0
