Time,Temperature,E,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,178.55910080969528,kriging,,,spherical,0.0
2.101010101010101,460.0,178.55400932405345,kriging,,,spherical,0.0
2.202020202020202,460.0,178.548886267906,kriging,,,spherical,0.0
2.303030303030303,460.0,178.54373163549388,kriging,,,spherical,0.0
2.404040404040404,460.0,178.5385454214951,kriging,,,spherical,0.0
2.505050505050505,460.0,178.53332762103307,kriging,,,spherical,0.0
2.606060606060606,460.0,178.52807822966577,kriging,,,spherical,0.0
2.707070707070707,460.0,178.52279724339982,kriging,,,spherical,0.0
2.808080808080808,460.0,178.5174846586782,kriging,,,spherical,0.0
2.909090909090909,460.0,178.51214047239563,kriging,,,spherical,0.0
3.0101010101010104,460.0,178.50676468188743,kriging,,,spherical,0.0
3.111111111111111,460.0,178.50135728493754,kriging,,,spherical,0.0
3.212121212121212,460.0,178.49591827977494,kriging,,,spherical,0.0
3.313131313131313,460.0,178.49044766508035,kriging,,,spherical,0.0
3.4141414141414144,460.0,178.484945439984,kriging,,,spherical,0.0
3.515151515151515,460.0,178.47941160406893,kriging,,,spherical,0.0
3.616161616161616,460.0,178.473846157367,kriging,,,spherical,0.0
3.717171717171717,460.0,178.46824910036992,kriging,,,spherical,0.0
3.8181818181818183,460.0,178.46262043402112,kriging,,,spherical,0.0
3.919191919191919,460.0,178.45696015972297,kriging,,,spherical,0.0
4.020202020202021,460.0,178.4512682793391,kriging,,,spherical,0.0
4.121212121212121,460.0,178.44554479518902,kriging,,,spherical,0.0
4.222222222222222,460.0,178.43978971005978,kriging,,,spherical,0.0
4.3232323232323235,460.0,178.4340030271979,kriging,,,spherical,0.0
4.424242424242424,460.0,178.42818475032283,kriging,,,spherical,0.0
4.525252525252525,460.0,178.42233488361344,kriging,,,spherical,0.0
4.626262626262626,460.0,178.41645343172002,kriging,,,spherical,0.0
4.727272727272727,460.0,178.41054039977251,kriging,,,spherical,0.0
4.828282828282829,460.0,178.404595793367,kriging,,,spherical,0.0
4.929292929292929,460.0,178.39861961857648,kriging,,,spherical,0.0
5.03030303030303,460.0,178.3926118819514,kriging,,,spherical,0.0
5.1313131313131315,460.0,178.38657259052712,kriging,,,spherical,0.0
5.232323232323232,460.0,178.38050175181627,kriging,,,spherical,0.0
5.333333333333334,460.0,178.37439937381777,kriging,,,spherical,0.0
5.434343434343434,460.0,178.36826546501982,kriging,,,spherical,0.0
5.5353535353535355,460.0,178.36210003439655,kriging,,,spherical,0.0
5.636363636363637,460.0,178.35590309141426,kriging,,,spherical,0.0
5.737373737373737,460.0,178.34967464603722,kriging,,,spherical,0.0
5.838383838383838,460.0,178.3434147087246,kriging,,,spherical,0.0
5.9393939393939394,460.0,178.33712329043084,kriging,,,spherical,0.0
6.040404040404041,460.0,178.27957840596713,kriging,,,spherical,0.0
6.141414141414141,460.0,178.14516914239124,kriging,,,spherical,0.0
6.242424242424242,460.0,178.01072867846275,kriging,,,spherical,0.0
6.343434343434343,460.0,177.87625720197326,kriging,,,spherical,0.0
6.444444444444445,460.0,177.74175490122676,kriging,,,spherical,0.0
6.545454545454545,460.0,177.6072219650387,kriging,,,spherical,0.0
6.646464646464646,460.0,177.47265858274733,kriging,,,spherical,0.0
6.747474747474747,460.0,177.33806494421358,kriging,,,spherical,0.0
6.848484848484849,460.0,177.2034412398195,kriging,,,spherical,0.0
6.94949494949495,460.0,177.06878766047748,kriging,,,spherical,0.0
7.05050505050505,460.0,176.9341043976297,kriging,,,spherical,0.0
7.151515151515151,460.0,176.7993916432515,kriging,,,spherical,0.0
7.252525252525253,460.0,176.66464958985688,kriging,,,spherical,0.0
7.353535353535354,460.0,176.52987843049678,kriging,,,spherical,0.0
7.454545454545454,460.0,176.3950783587689,kriging,,,spherical,0.0
7.555555555555555,460.0,176.2602495688137,kriging,,,spherical,0.0
7.656565656565657,460.0,176.1253922553223,kriging,,,spherical,0.0
7.757575757575758,460.0,175.99050661353948,kriging,,,spherical,0.0
7.858585858585858,460.0,175.85559283926426,kriging,,,spherical,0.0
7.959595959595959,460.0,175.72065112885588,kriging,,,spherical,0.0
8.06060606060606,460.0,175.67203973003134,kriging,,,spherical,0.0
8.161616161616163,460.0,175.68097270807667,kriging,,,spherical,0.0
8.262626262626263,460.0,175.6898780280852,kriging,,,spherical,0.0
8.363636363636363,460.0,175.6987556922058,kriging,,,spherical,0.0
8.464646464646464,460.0,175.7076057031624,kriging,,,spherical,0.0
8.565656565656566,460.0,175.71642806425757,kriging,,,spherical,0.0
8.666666666666668,460.0,175.7252227793734,kriging,,,spherical,0.0
8.767676767676768,460.0,175.7339898529789,kriging,,,spherical,0.0
8.868686868686869,460.0,175.74272929013082,kriging,,,spherical,0.0
8.969696969696969,460.0,175.7514410964767,kriging,,,spherical,0.0
9.070707070707071,460.0,175.76012527825588,kriging,,,spherical,0.0
9.171717171717171,460.0,175.76878184230932,kriging,,,spherical,0.0
9.272727272727273,460.0,175.77741079607515,kriging,,,spherical,0.0
9.373737373737374,460.0,175.78601214759934,kriging,,,spherical,0.0
9.474747474747474,460.0,175.79458590552608,kriging,,,spherical,0.0
9.575757575757574,460.0,175.80313207911993,kriging,,,spherical,0.0
9.676767676767676,460.0,175.81165067824944,kriging,,,spherical,0.0
9.777777777777779,460.0,175.8201417134064,kriging,,,spherical,0.0
9.878787878787879,460.0,175.8286051956946,kriging,,,spherical,0.0
9.97979797979798,460.0,175.83704113684306,kriging,,,spherical,0.0
10.080808080808081,460.0,175.84544954920258,kriging,,,spherical,0.0
10.181818181818182,460.0,175.85383044575698,kriging,,,spherical,0.0
10.282828282828282,460.0,175.86218384011156,kriging,,,spherical,0.0
10.383838383838384,460.0,175.8705097465132,kriging,,,spherical,0.0
10.484848484848484,460.0,175.87880817983637,kriging,,,spherical,0.0
10.585858585858587,460.0,175.88707915559868,kriging,,,spherical,0.0
10.686868686868687,460.0,175.89532268995669,kriging,,,spherical,0.0
10.787878787878787,460.0,175.90353879970854,kriging,,,spherical,0.0
10.88888888888889,460.0,175.91172750230004,kriging,,,spherical,0.0
10.98989898989899,460.0,175.9198888158233,kriging,,,spherical,0.0
11.09090909090909,460.0,175.92802275901826,kriging,,,spherical,0.0
11.191919191919192,460.0,175.93612935128283,kriging,,,spherical,0.0
11.292929292929292,460.0,175.94420861266394,kriging,,,spherical,0.0
11.393939393939394,460.0,175.95226056386676,kriging,,,spherical,0.0
11.494949494949495,460.0,175.9602852262556,kriging,,,spherical,0.0
11.595959595959595,460.0,175.96828262185176,kriging,,,spherical,0.0
11.696969696969697,460.0,175.97625277334285,kriging,,,spherical,0.0
11.797979797979798,460.0,175.98419570407725,kriging,,,spherical,0.0
11.8989898989899,460.0,175.99211143806815,kriging,,,spherical,0.0
12.0,460.0,175.99999999999883,kriging,,,spherical,0.0
2.0,461.4141414141414,178.69490164664808,kriging,,,spherical,0.0
2.101010101010101,461.4141414141414,178.68797582082433,kriging,,,spherical,0.0
2.202020202020202,461.4141414141414,178.6809004514949,kriging,,,spherical,0.0
2.303030303030303,461.4141414141414,178.67366574748422,kriging,,,spherical,0.0
2.404040404040404,461.4141414141414,178.66626090542377,kriging,,,spherical,0.0
2.505050505050505,461.4141414141414,178.65867398584035,kriging,,,spherical,0.0
2.606060606060606,461.4141414141414,178.65089177200628,kriging,,,spherical,0.0
2.707070707070707,461.4141414141414,178.6428996089282,kriging,,,spherical,0.0
2.808080808080808,461.4141414141414,178.6346812194681,kriging,,,spherical,0.0
2.909090909090909,461.4141414141414,178.626218494062,kriging,,,spherical,0.0
3.0101010101010104,461.4141414141414,178.61749125005747,kriging,,,spherical,0.0
3.111111111111111,461.4141414141414,178.60847695601632,kriging,,,spherical,0.0
3.212121212121212,461.4141414141414,178.59915041576122,kriging,,,spherical,0.0
3.313131313131313,461.4141414141414,178.58948340612645,kriging,,,spherical,0.0
3.4141414141414144,461.4141414141414,178.57944426178537,kriging,,,spherical,0.0
3.515151515151515,461.4141414141414,178.5689973996557,kriging,,,spherical,0.0
3.616161616161616,461.4141414141414,178.55810277483505,kriging,,,spherical,0.0
3.717171717171717,461.4141414141414,178.54671525950178,kriging,,,spherical,0.0
3.8181818181818183,461.4141414141414,178.53478393607173,kriging,,,spherical,0.0
3.919191919191919,461.4141414141414,178.52225129636932,kriging,,,spherical,0.0
4.020202020202021,461.4141414141414,178.5090523399228,kriging,,,spherical,0.0
4.121212121212121,461.4141414141414,178.4951135673416,kriging,,,spherical,0.0
4.222222222222222,461.4141414141414,178.48035186969153,kriging,,,spherical,0.0
4.3232323232323235,461.4141414141414,178.46467332295325,kriging,,,spherical,0.0
4.424242424242424,461.4141414141414,178.44797190915176,kriging,,,spherical,0.0
4.525252525252525,461.4141414141414,178.43012820431093,kriging,,,spherical,0.0
4.626262626262626,461.4141414141414,178.41100809979653,kriging,,,spherical,0.0
4.727272727272727,461.4141414141414,178.39046165964263,kriging,,,spherical,0.0
4.828282828282829,461.4141414141414,178.368322263612,kriging,,,spherical,0.0
4.929292929292929,461.4141414141414,178.34440624369125,kriging,,,spherical,0.0
5.03030303030303,461.4141414141414,178.3185132876478,kriging,,,spherical,0.0
5.1313131313131315,461.4141414141414,178.2904279487201,kriging,,,spherical,0.0
5.232323232323232,461.4141414141414,178.25992265014537,kriging,,,spherical,0.0
5.333333333333334,461.4141414141414,178.22676258180962,kriging,,,spherical,0.0
5.434343434343434,461.4141414141414,178.1907128211338,kriging,,,spherical,0.0
5.5353535353535355,461.4141414141414,178.15154783624305,kriging,,,spherical,0.0
5.636363636363637,461.4141414141414,178.1090632243089,kriging,,,spherical,0.0
5.737373737373737,461.4141414141414,178.0630891130471,kriging,,,spherical,0.0
5.838383838383838,461.4141414141414,178.0135041748883,kriging,,,spherical,0.0
5.9393939393939394,461.4141414141414,177.96024879676884,kriging,,,spherical,0.0
6.040404040404041,461.4141414141414,177.90333577116428,kriging,,,spherical,0.0
6.141414141414141,461.4141414141414,177.8428570516849,kriging,,,spherical,0.0
6.242424242424242,461.4141414141414,177.77898566983737,kriging,,,spherical,0.0
6.343434343434343,461.4141414141414,177.7119727152563,kriging,,,spherical,0.0
6.444444444444445,461.4141414141414,177.6421401078395,kriging,,,spherical,0.0
6.545454545454545,461.4141414141414,177.5698704927675,kriging,,,spherical,0.0
6.646464646464646,461.4141414141414,177.49559581772849,kriging,,,spherical,0.0
6.747474747474747,461.4141414141414,177.41978599701525,kriging,,,spherical,0.0
6.848484848484849,461.4141414141414,177.3429386396893,kriging,,,spherical,0.0
6.94949494949495,461.4141414141414,177.2655702763574,kriging,,,spherical,0.0
7.05050505050505,461.4141414141414,177.1882090015006,kriging,,,spherical,0.0
7.151515151515151,461.4141414141414,177.11138804510037,kriging,,,spherical,0.0
7.252525252525253,461.4141414141414,177.03563953902784,kriging,,,spherical,0.0
7.353535353535354,461.4141414141414,176.961487663038,kriging,,,spherical,0.0
7.454545454545454,461.4141414141414,176.88944044694333,kriging,,,spherical,0.0
7.555555555555555,461.4141414141414,176.81997977322172,kriging,,,spherical,0.0
7.656565656565657,461.4141414141414,176.75354956099432,kriging,,,spherical,0.0
7.757575757575758,461.4141414141414,176.69054267659303,kriging,,,spherical,0.0
7.858585858585858,461.4141414141414,176.63128771026052,kriging,,,spherical,0.0
7.959595959595959,461.4141414141414,176.57603722617023,kriging,,,spherical,0.0
8.06060606060606,461.4141414141414,176.5249592567273,kriging,,,spherical,0.0
8.161616161616163,461.4141414141414,176.4781335482483,kriging,,,spherical,0.0
8.262626262626263,461.4141414141414,176.4355533826004,kriging,,,spherical,0.0
8.363636363636363,461.4141414141414,176.39713286739902,kriging,,,spherical,0.0
8.464646464646464,461.4141414141414,176.3627186794017,kriging,,,spherical,0.0
