Time,Temperature,A32_sigma,technique,kernel,smooth,variogram_model,nugget
2.606060606060606,525.0505050505051,1.31723894819807,kriging,,,exponential,0.0
2.707070707070707,525.0505050505051,1.270897675945394,kriging,,,exponential,0.0
2.808080808080808,525.0505050505051,1.2224672608928229,kriging,,,exponential,0.0
2.909090909090909,525.0505050505051,1.1716856568888703,kriging,,,exponential,0.0
3.0101010101010104,525.0505050505051,1.118230176189815,kriging,,,exponential,0.0
3.111111111111111,525.0505050505051,1.061695734351976,kriging,,,exponential,0.0
3.212121212121212,525.0505050505051,1.0015619519592316,kriging,,,exponential,0.0
3.313131313131313,525.0505050505051,0.9371413014086725,kriging,,,exponential,0.0
3.4141414141414144,525.0505050505051,0.8674931666512952,kriging,,,exponential,0.0
3.515151515151515,525.0505050505051,0.7912723328983154,kriging,,,exponential,0.0
3.616161616161616,525.0505050505051,0.7064406757428029,kriging,,,exponential,0.0
3.717171717171717,525.0505050505051,0.6096661979837168,kriging,,,exponential,0.0
3.8181818181818183,525.0505050505051,0.4949754307560726,kriging,,,exponential,0.0
3.919191919191919,525.0505050505051,0.35229745527665174,kriging,,,exponential,0.0
4.020202020202021,525.0505050505051,0.2648868055269887,kriging,,,exponential,0.0
4.121212121212121,525.0505050505051,0.40169675823100665,kriging,,,exponential,0.0
4.222222222222222,525.0505050505051,0.5148514138158166,kriging,,,exponential,0.0
4.3232323232323235,525.0505050505051,0.5991320764507838,kriging,,,exponential,0.0
4.424242424242424,525.0505050505051,0.6637562560250362,kriging,,,exponential,0.0
4.525252525252525,525.0505050505051,0.7136557936779293,kriging,,,exponential,0.0
4.626262626262626,525.0505050505051,0.7516234436288546,kriging,,,exponential,0.0
4.727272727272727,525.0505050505051,0.7793435014185144,kriging,,,exponential,0.0
4.828282828282829,525.0505050505051,0.7978553819421715,kriging,,,exponential,0.0
4.929292929292929,525.0505050505051,0.807777728833577,kriging,,,exponential,0.0
5.03030303030303,525.0505050505051,0.8094198756704357,kriging,,,exponential,0.0
5.1313131313131315,525.0505050505051,0.8028316071004804,kriging,,,exponential,0.0
5.232323232323232,525.0505050505051,0.7878108011998395,kriging,,,exponential,0.0
5.333333333333334,525.0505050505051,0.763871770139898,kriging,,,exponential,0.0
5.434343434343434,525.0505050505051,0.7301622924246441,kriging,,,exponential,0.0
5.5353535353535355,525.0505050505051,0.6852939373726816,kriging,,,exponential,0.0
5.636363636363637,525.0505050505051,0.6269979988332389,kriging,,,exponential,0.0
5.737373737373737,525.0505050505051,0.5513828791117186,kriging,,,exponential,0.0
5.838383838383838,525.0505050505051,0.45125471671400297,kriging,,,exponential,0.0
5.9393939393939394,525.0505050505051,0.31613654465197727,kriging,,,exponential,0.0
6.040404040404041,525.0505050505051,0.28752743208615744,kriging,,,exponential,0.0
6.141414141414141,525.0505050505051,0.4272636509649445,kriging,,,exponential,0.0
6.242424242424242,525.0505050505051,0.5336374517030954,kriging,,,exponential,0.0
6.343434343434343,525.0505050505051,0.6134277014252105,kriging,,,exponential,0.0
6.444444444444445,525.0505050505051,0.6748032823102432,kriging,,,exponential,0.0
6.545454545454545,525.0505050505051,0.7221381845575093,kriging,,,exponential,0.0
6.646464646464646,525.0505050505051,0.757946727806143,kriging,,,exponential,0.0
6.747474747474747,525.0505050505051,0.7837576953873124,kriging,,,exponential,0.0
6.848484848484849,525.0505050505051,0.8005131579385948,kriging,,,exponential,0.0
6.94949494949495,525.0505050505051,0.8087634125526552,kriging,,,exponential,0.0
7.05050505050505,525.0505050505051,0.8087633987189747,kriging,,,exponential,0.0
7.151515151515151,525.0505050505051,0.8005131133863299,kriging,,,exponential,0.0
7.252525252525253,525.0505050505051,0.7837576112228127,kriging,,,exponential,0.0
7.353535353535354,525.0505050505051,0.7579465905967997,kriging,,,exponential,0.0
7.454545454545454,525.0505050505051,0.7221379812233003,kriging,,,exponential,0.0
7.555555555555555,525.0505050505051,0.6748030187095739,kriging,,,exponential,0.0
7.656565656565657,525.0505050505051,0.6134274814519215,kriging,,,exponential,0.0
7.757575757575758,525.0505050505051,0.5336379053115984,kriging,,,exponential,0.0
7.858585858585858,525.0505050505051,0.4272696805575031,kriging,,,exponential,0.0
7.959595959595959,525.0505050505051,0.28765117830068426,kriging,,,exponential,0.0
8.06060606060606,525.0505050505051,0.32060704419552216,kriging,,,exponential,0.0
8.161616161616163,525.0505050505051,0.46903278802032783,kriging,,,exponential,0.0
8.262626262626263,525.0505050505051,0.588422813923957,kriging,,,exponential,0.0
8.363636363636363,525.0505050505051,0.6881794237404784,kriging,,,exponential,0.0
8.464646464646464,525.0505050505051,0.7750738467165769,kriging,,,exponential,0.0
8.565656565656566,525.0505050505051,0.8528227349740277,kriging,,,exponential,0.0
8.666666666666668,525.0505050505051,0.923659629602806,kriging,,,exponential,0.0
8.767676767676768,525.0505050505051,0.9890388314795858,kriging,,,exponential,0.0
8.868686868686869,525.0505050505051,1.0499667930669936,kriging,,,exponential,0.0
8.969696969696969,525.0505050505051,1.107173297094447,kriging,,,exponential,0.0
9.070707070707071,525.0505050505051,1.1612072018150066,kriging,,,exponential,0.0
9.171717171717171,525.0505050505051,1.212493559258893,kriging,,,exponential,0.0
9.272727272727273,525.0505050505051,1.2613695196870884,kriging,,,exponential,0.0
9.373737373737374,525.0505050505051,1.3081078928404848,kriging,,,exponential,0.0
9.474747474747474,525.0505050505051,1.3529331740107844,kriging,,,exponential,0.0
9.575757575757574,525.0505050505051,1.3960327804560058,kriging,,,exponential,0.0
9.676767676767676,525.0505050505051,1.4375651368012203,kriging,,,exponential,0.0
9.777777777777779,525.0505050505051,1.4776656251804716,kriging,,,exponential,0.0
9.878787878787879,525.0505050505051,1.516451050734113,kriging,,,exponential,0.0
9.97979797979798,525.0505050505051,1.5540230512829145,kriging,,,exponential,0.0
10.080808080808081,525.0505050505051,1.5904707410199965,kriging,,,exponential,0.0
10.181818181818182,525.0505050505051,1.625872788548887,kriging,,,exponential,0.0
10.282828282828282,525.0505050505051,1.6602990705095801,kriging,,,exponential,0.0
10.383838383838384,525.0505050505051,1.6938120021775063,kriging,,,exponential,0.0
10.484848484848484,525.0505050505051,1.7264676189916883,kriging,,,exponential,0.0
10.585858585858587,525.0505050505051,1.75831646376005,kriging,,,exponential,0.0
10.686868686868687,525.0505050505051,1.7894043206123589,kriging,,,exponential,0.0
10.787878787878787,525.0505050505051,1.8197728268925932,kriging,,,exponential,0.0
10.88888888888889,525.0505050505051,1.8494599869449269,kriging,,,exponential,0.0
10.98989898989899,525.0505050505051,1.8785006063823555,kriging,,,exponential,0.0
11.09090909090909,525.0505050505051,1.9069266614017286,kriging,,,exponential,0.0
11.191919191919192,525.0505050505051,1.9347676146564032,kriging,,,exponential,0.0
11.292929292929292,525.0505050505051,1.9620506868619612,kriging,,,exponential,0.0
11.393939393939394,525.0505050505051,1.9888010915027206,kriging,,,exponential,0.0
11.494949494949495,525.0505050505051,2.015042238601009,kriging,,,exponential,0.0
11.595959595959595,525.0505050505051,2.0407959124027446,kriging,,,exponential,0.0
11.696969696969697,525.0505050505051,2.0660824269589626,kriging,,,exponential,0.0
11.797979797979798,525.0505050505051,2.090920762882926,kriging,,,exponential,0.0
11.8989898989899,525.0505050505051,2.1153286880030393,kriging,,,exponential,0.0
12.0,525.0505050505051,2.1393228641780144,kriging,,,exponential,0.0
2.0,526.4646464646464,1.689980929450794,kriging,,,exponential,0.0
2.101010101010101,526.4646464646464,1.663823636745908,kriging,,,exponential,0.0
2.202020202020202,526.4646464646464,1.6376087188343766,kriging,,,exponential,0.0
2.303030303030303,526.4646464646464,1.6113883645587832,kriging,,,exponential,0.0
2.404040404040404,526.4646464646464,1.585224398448078,kriging,,,exponential,0.0
2.505050505050505,526.4646464646464,1.5591894860038173,kriging,,,exponential,0.0
2.606060606060606,526.4646464646464,1.5333683098959057,kriging,,,exponential,0.0
2.707070707070707,526.4646464646464,1.507858616684324,kriging,,,exponential,0.0
2.808080808080808,526.4646464646464,1.4827719887151285,kriging,,,exponential,0.0
2.909090909090909,526.4646464646464,1.45823414228026,kriging,,,exponential,0.0
3.0101010101010104,526.4646464646464,1.4343844955851863,kriging,,,exponential,0.0
3.111111111111111,526.4646464646464,1.4113746985782967,kriging,,,exponential,0.0
3.212121212121212,526.4646464646464,1.3893657887176116,kriging,,,exponential,0.0
3.313131313131313,526.4646464646464,1.3685236578497315,kriging,,,exponential,0.0
3.4141414141414144,526.4646464646464,1.3490126167291616,kriging,,,exponential,0.0
3.515151515151515,526.4646464646464,1.3309870538294961,kriging,,,exponential,0.0
3.616161616161616,526.4646464646464,1.314581514556169,kriging,,,exponential,0.0
3.717171717171717,526.4646464646464,1.2998999482953515,kriging,,,exponential,0.0
3.8181818181818183,526.4646464646464,1.2870053026897599,kriging,,,exponential,0.0
3.919191919191919,526.4646464646464,1.275910955424649,kriging,,,exponential,0.0
4.020202020202021,526.4646464646464,1.266575516977424,kriging,,,exponential,0.0
4.121212121212121,526.4646464646464,1.258902216297265,kriging,,,exponential,0.0
4.222222222222222,526.4646464646464,1.2527434134606559,kriging,,,exponential,0.0
4.3232323232323235,526.4646464646464,1.247909924412968,kriging,,,exponential,0.0
4.424242424242424,526.4646464646464,1.2441840362538275,kriging,,,exponential,0.0
4.525252525252525,526.4646464646464,1.2413345654078936,kriging,,,exponential,0.0
4.626262626262626,526.4646464646464,1.2391321807561835,kriging,,,exponential,0.0
4.727272727272727,526.4646464646464,1.2373634456605602,kriging,,,exponential,0.0
4.828282828282829,526.4646464646464,1.2358424828695795,kriging,,,exponential,0.0
4.929292929292929,526.4646464646464,1.2344196596423678,kriging,,,exponential,0.0
5.03030303030303,526.4646464646464,1.232987091991529,kriging,,,exponential,0.0
5.1313131313131315,526.4646464646464,1.231481014964336,kriging,,,exponential,0.0
