Time,Temperature,delta_R_sigma,technique,kernel,smooth,variogram_model,nugget
7.252525252525253,474.14141414141415,0.034319410760049615,kriging,,,exponential,0.0
7.353535353535354,474.14141414141415,0.03431668014972143,kriging,,,exponential,0.0
7.454545454545454,474.14141414141415,0.03431481551743204,kriging,,,exponential,0.0
7.555555555555555,474.14141414141415,0.03431381632646925,kriging,,,exponential,0.0
7.656565656565657,474.14141414141415,0.034313681951886,kriging,,,exponential,0.0
7.757575757575758,474.14141414141415,0.03431441168222449,kriging,,,exponential,0.0
7.858585858585858,474.14141414141415,0.03431600472115858,kriging,,,exponential,0.0
7.959595959595959,474.14141414141415,0.03431846018905626,kriging,,,exponential,0.0
8.06060606060606,474.14141414141415,0.03432177712444744,kriging,,,exponential,0.0
8.161616161616163,474.14141414141415,0.03432595448540425,kriging,,,exponential,0.0
8.262626262626263,474.14141414141415,0.03433099115082134,kriging,,,exponential,0.0
8.363636363636363,474.14141414141415,0.03433688592159604,kriging,,,exponential,0.0
8.464646464646464,474.14141414141415,0.03434363752170707,kriging,,,exponential,0.0
8.565656565656566,474.14141414141415,0.03435124459918624,kriging,,,exponential,0.0
8.666666666666668,474.14141414141415,0.03435970572698271,kriging,,,exponential,0.0
8.767676767676768,474.14141414141415,0.03436901940372027,kriging,,,exponential,0.0
8.868686868686869,474.14141414141415,0.03437918405434213,kriging,,,exponential,0.0
8.969696969696969,474.14141414141415,0.034390198030646996,kriging,,,exponential,0.0
9.070707070707071,474.14141414141415,0.0344020596117137,kriging,,,exponential,0.0
9.171717171717171,474.14141414141415,0.03441476700421805,kriging,,,exponential,0.0
9.272727272727273,474.14141414141415,0.03442831834263762,kriging,,,exponential,0.0
9.373737373737374,474.14141414141415,0.03444271168935149,kriging,,,exponential,0.0
9.474747474747474,474.14141414141415,0.03445794503463374,kriging,,,exponential,0.0
9.575757575757574,474.14141414141415,0.03447401629654412,kriging,,,exponential,0.0
9.676767676767676,474.14141414141415,0.034490923320717286,kriging,,,exponential,0.0
9.777777777777779,474.14141414141415,0.034508663880058014,kriging,,,exponential,0.0
9.878787878787879,474.14141414141415,0.03452723567433917,kriging,,,exponential,0.0
9.97979797979798,474.14141414141415,0.03454663632971405,kriging,,,exponential,0.0
10.080808080808081,474.14141414141415,0.034566863398142696,kriging,,,exponential,0.0
10.181818181818182,474.14141414141415,0.034587914356739094,kriging,,,exponential,0.0
10.282828282828282,474.14141414141415,0.03460978660704361,kriging,,,exponential,0.0
10.383838383838384,474.14141414141415,0.03463247747422684,kriging,,,exponential,0.0
10.484848484848484,474.14141414141415,0.03465598420623128,kriging,,,exponential,0.0
10.585858585858587,474.14141414141415,0.03468030397285543,kriging,,,exponential,0.0
10.686868686868687,474.14141414141415,0.034705433864787624,kriging,,,exponential,0.0
10.787878787878787,474.14141414141415,0.03473137089259831,kriging,,,exponential,0.0
10.88888888888889,474.14141414141415,0.03475811198569178,kriging,,,exponential,0.0
10.98989898989899,474.14141414141415,0.03478565399123205,kriging,,,exponential,0.0
11.09090909090909,474.14141414141415,0.034813993673043185,kriging,,,exponential,0.0
11.191919191919192,474.14141414141415,0.0348431277104962,kriging,,,exponential,0.0
11.292929292929292,474.14141414141415,0.034873052697387476,kriging,,,exponential,0.0
11.393939393939394,474.14141414141415,0.034903765140814516,kriging,,,exponential,0.0
11.494949494949495,474.14141414141415,0.034935261460062,kriging,,,exponential,0.0
11.595959595959595,474.14141414141415,0.03496753798549805,kriging,,,exponential,0.0
