Time,Temperature,v,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,0.3125688515915819,kriging,,,spherical,0.0
2.101010101010101,460.0,0.31258436583830856,kriging,,,spherical,0.0
2.202020202020202,460.0,0.31260008806762835,kriging,,,spherical,0.0
2.303030303030303,460.0,0.3126160173567522,kriging,,,spherical,0.0
2.404040404040404,460.0,0.3126321527828939,kriging,,,spherical,0.0
2.505050505050505,460.0,0.31264849342326306,kriging,,,spherical,0.0
2.606060606060606,460.0,0.31266503835507303,kriging,,,spherical,0.0
2.707070707070707,460.0,0.31268178665553464,kriging,,,spherical,0.0
2.808080808080808,460.0,0.312698737401862,kriging,,,spherical,0.0
2.909090909090909,460.0,0.3127158896712653,kriging,,,spherical,0.0
3.0101010101010104,460.0,0.3127332425409565,kriging,,,spherical,0.0
3.111111111111111,460.0,0.31275079508814796,kriging,,,spherical,0.0
3.212121212121212,460.0,0.31276854639005164,kriging,,,spherical,0.0
3.313131313131313,460.0,0.31278649552387994,kriging,,,spherical,0.0
3.4141414141414144,460.0,0.31280464156684384,kriging,,,spherical,0.0
3.515151515151515,460.0,0.312822983596156,kriging,,,spherical,0.0
3.616161616161616,460.0,0.31284152068902793,kriging,,,spherical,0.0
3.717171717171717,460.0,0.3128602519226719,kriging,,,spherical,0.0
3.8181818181818183,460.0,0.31287917637429996,kriging,,,spherical,0.0
3.919191919191919,460.0,0.31289829312112344,kriging,,,spherical,0.0
4.020202020202021,460.0,0.3129176012403553,kriging,,,spherical,0.0
4.121212121212121,460.0,0.3129370998092066,kriging,,,spherical,0.0
4.222222222222222,460.0,0.31295678790488973,kriging,,,spherical,0.0
4.3232323232323235,460.0,0.31297666460461626,kriging,,,spherical,0.0
4.424242424242424,460.0,0.3129967289855992,kriging,,,spherical,0.0
4.525252525252525,460.0,0.3130169801250486,kriging,,,spherical,0.0
4.626262626262626,460.0,0.31303741710017813,kriging,,,spherical,0.0
4.727272727272727,460.0,0.3130580389881992,kriging,,,spherical,0.0
4.828282828282829,460.0,0.31307884486632376,kriging,,,spherical,0.0
4.929292929292929,460.0,0.3130998338117627,kriging,,,spherical,0.0
5.03030303030303,460.0,0.31312100490173034,kriging,,,spherical,0.0
5.1313131313131315,460.0,0.31314235721343636,kriging,,,spherical,0.0
5.232323232323232,460.0,0.31316388982409404,kriging,,,spherical,0.0
5.333333333333334,460.0,0.3131856018109149,kriging,,,spherical,0.0
5.434343434343434,460.0,0.31320749225111,kriging,,,spherical,0.0
5.5353535353535355,460.0,0.313229560221893,kriging,,,spherical,0.0
5.636363636363637,460.0,0.3132518048004746,kriging,,,spherical,0.0
5.737373737373737,460.0,0.31327422506406755,kriging,,,spherical,0.0
5.838383838383838,460.0,0.3132968200898828,kriging,,,spherical,0.0
5.9393939393939394,460.0,0.31331958895513395,kriging,,,spherical,0.0
6.040404040404041,460.0,0.31319773822961816,kriging,,,spherical,0.0
6.141414141414141,460.0,0.31285887508242166,kriging,,,spherical,0.0
6.242424242424242,460.0,0.31252019749156107,kriging,,,spherical,0.0
6.343434343434343,460.0,0.3121817148808653,kriging,,,spherical,0.0
6.444444444444445,460.0,0.31184343667416514,kriging,,,spherical,0.0
6.545454545454545,460.0,0.31150537229529107,kriging,,,spherical,0.0
6.646464646464646,460.0,0.3111675311680711,kriging,,,spherical,0.0
6.747474747474747,460.0,0.3108299227163366,kriging,,,spherical,0.0
6.848484848484849,460.0,0.31049255636391676,kriging,,,spherical,0.0
6.94949494949495,460.0,0.31015544153464125,kriging,,,spherical,0.0
7.05050505050505,460.0,0.30981858765234016,kriging,,,spherical,0.0
7.151515151515151,460.0,0.3094820041408433,kriging,,,spherical,0.0
7.252525252525253,460.0,0.3091457004239803,kriging,,,spherical,0.0
7.353535353535354,460.0,0.3088096859255818,kriging,,,spherical,0.0
7.454545454545454,460.0,0.3084739700694763,kriging,,,spherical,0.0
7.555555555555555,460.0,0.30813856227949493,kriging,,,spherical,0.0
7.656565656565657,460.0,0.30780347197946656,kriging,,,spherical,0.0
7.757575757575758,460.0,0.3074687085932217,kriging,,,spherical,0.0
7.858585858585858,460.0,0.30713428154458977,kriging,,,spherical,0.0
7.959595959595959,460.0,0.3068002002574,kriging,,,spherical,0.0
8.06060606060606,460.0,0.3069168786712998,kriging,,,spherical,0.0
8.161616161616163,460.0,0.30733417878354385,kriging,,,spherical,0.0
8.262626262626263,460.0,0.30775181859789924,kriging,,,spherical,0.0
8.363636363636363,460.0,0.30816978608143186,kriging,,,spherical,0.0
8.464646464646464,460.0,0.30858806920120874,kriging,,,spherical,0.0
8.565656565656566,460.0,0.3090066559242955,kriging,,,spherical,0.0
8.666666666666668,460.0,0.309425534217759,kriging,,,spherical,0.0
8.767676767676768,460.0,0.30984469204866566,kriging,,,spherical,0.0
8.868686868686869,460.0,0.310264117384082,kriging,,,spherical,0.0
8.969696969696969,460.0,0.3106837981910746,kriging,,,spherical,0.0
9.070707070707071,460.0,0.31110372243670936,kriging,,,spherical,0.0
9.171717171717171,460.0,0.3115238780880536,kriging,,,spherical,0.0
9.272727272727273,460.0,0.31194425311217266,kriging,,,spherical,0.0
9.373737373737374,460.0,0.31236483547613414,kriging,,,spherical,0.0
9.474747474747474,460.0,0.3127856131470038,kriging,,,spherical,0.0
9.575757575757574,460.0,0.31320657409184877,kriging,,,spherical,0.0
9.676767676767676,460.0,0.313627706277734,kriging,,,spherical,0.0
9.777777777777779,460.0,0.3140489976717281,kriging,,,spherical,0.0
9.878787878787879,460.0,0.31447043624089593,kriging,,,spherical,0.0
9.97979797979798,460.0,0.31489200995230443,kriging,,,spherical,0.0
10.080808080808081,460.0,0.31531370677301945,kriging,,,spherical,0.0
10.181818181818182,460.0,0.3157355146701082,kriging,,,spherical,0.0
10.282828282828282,460.0,0.3161574216106373,kriging,,,spherical,0.0
10.383838383838384,460.0,0.31657941556167263,kriging,,,spherical,0.0
10.484848484848484,460.0,0.3170014844902802,kriging,,,spherical,0.0
10.585858585858587,460.0,0.3174236163635281,kriging,,,spherical,0.0
10.686868686868687,460.0,0.3178457991484807,kriging,,,spherical,0.0
10.787878787878787,460.0,0.3182680208122064,kriging,,,spherical,0.0
10.88888888888889,460.0,0.31869026932177036,kriging,,,spherical,0.0
10.98989898989899,460.0,0.31911253264424,kriging,,,spherical,0.0
11.09090909090909,460.0,0.319534798746681,kriging,,,spherical,0.0
11.191919191919192,460.0,0.31995705559615967,kriging,,,spherical,0.0
11.292929292929292,460.0,0.3203792911597425,kriging,,,spherical,0.0
11.393939393939394,460.0,0.320801493404497,kriging,,,spherical,0.0
11.494949494949495,460.0,0.32122365029748856,kriging,,,spherical,0.0
11.595959595959595,460.0,0.32164574980578403,kriging,,,spherical,0.0
11.696969696969697,460.0,0.3220677798964502,kriging,,,spherical,0.0
11.797979797979798,460.0,0.3224897285365525,kriging,,,spherical,0.0
11.8989898989899,460.0,0.3229115836931585,kriging,,,spherical,0.0
12.0,460.0,0.32333333333333314,kriging,,,spherical,0.0
2.0,461.4141414141414,0.312532043432456,kriging,,,spherical,0.0
2.101010101010101,461.4141414141414,0.31254483873076083,kriging,,,spherical,0.0
2.202020202020202,461.4141414141414,0.31255762343506505,kriging,,,spherical,0.0
2.303030303030303,461.4141414141414,0.31257037544385596,kriging,,,spherical,0.0
2.404040404040404,461.4141414141414,0.3125830702627042,kriging,,,spherical,0.0
2.505050505050505,461.4141414141414,0.31259568069517546,kriging,,,spherical,0.0
2.606060606060606,461.4141414141414,0.3126081764892548,kriging,,,spherical,0.0
2.707070707070707,461.4141414141414,0.3126205239323947,kriging,,,spherical,0.0
2.808080808080808,461.4141414141414,0.31263268538719596,kriging,,,spherical,0.0
2.909090909090909,461.4141414141414,0.31264461875849997,kriging,,,spherical,0.0
3.0101010101010104,461.4141414141414,0.3126562768812679,kriging,,,spherical,0.0
3.111111111111111,461.4141414141414,0.3126676068170267,kriging,,,spherical,0.0
3.212121212121212,461.4141414141414,0.312678549044967,kriging,,,spherical,0.0
3.313131313131313,461.4141414141414,0.3126890365319044,kriging,,,spherical,0.0
3.4141414141414144,461.4141414141414,0.31269899366340637,kriging,,,spherical,0.0
3.515151515151515,461.4141414141414,0.3127083350165173,kriging,,,spherical,0.0
3.616161616161616,461.4141414141414,0.3127169639528893,kriging,,,spherical,0.0
3.717171717171717,461.4141414141414,0.3127247710100325,kriging,,,spherical,0.0
3.8181818181818183,461.4141414141414,0.31273163206828164,kriging,,,spherical,0.0
3.919191919191919,461.4141414141414,0.31273740627268204,kriging,,,spherical,0.0
4.020202020202021,461.4141414141414,0.3127419336932714,kriging,,,spherical,0.0
4.121212121212121,461.4141414141414,0.3127450327156668,kriging,,,spherical,0.0
4.222222222222222,461.4141414141414,0.3127464971685112,kriging,,,spherical,0.0
4.3232323232323235,461.4141414141414,0.3127460932179176,kriging,,,spherical,0.0
4.424242424242424,461.4141414141414,0.3127435560952003,kriging,,,spherical,0.0
4.525252525252525,461.4141414141414,0.31273858677748595,kriging,,,spherical,0.0
4.626262626262626,461.4141414141414,0.31273084881630353,kriging,,,spherical,0.0
4.727272727272727,461.4141414141414,0.31271996561235055,kriging,,,spherical,0.0
4.828282828282829,461.4141414141414,0.31270551856898515,kriging,,,spherical,0.0
4.929292929292929,461.4141414141414,0.3126870467223798,kriging,,,spherical,0.0
5.03030303030303,461.4141414141414,0.3126640486339774,kriging,,,spherical,0.0
5.1313131313131315,461.4141414141414,0.3126359875177763,kriging,,,spherical,0.0
5.232323232323232,461.4141414141414,0.31260230071677636,kriging,,,spherical,0.0
