Time,Temperature,R_bar_sigma,technique,kernel,smooth,variogram_model,nugget
11.09090909090909,460.0,0.026086839473206128,kriging,,,exponential,0.0
11.191919191919192,460.0,0.02608544642812321,kriging,,,exponential,0.0
11.292929292929292,460.0,0.026082250375007398,kriging,,,exponential,0.0
11.393939393939394,460.0,0.026074752557140854,kriging,,,exponential,0.0
11.494949494949495,460.0,0.026056339987443694,kriging,,,exponential,0.0
11.595959595959595,460.0,0.0260071020173568,kriging,,,exponential,0.0
11.696969696969697,460.0,0.025856489488362232,kriging,,,exponential,0.0
11.797979797979798,460.0,0.025310693853200037,kriging,,,exponential,0.0
11.8989898989899,460.0,0.02292019834146247,kriging,,,exponential,0.0
12.0,460.0,3.8518108133278733e-10,kriging,,,exponential,0.0
2.0,461.4141414141414,0.02608794080094833,kriging,,,exponential,0.0
2.101010101010101,461.4141414141414,0.02608794080094833,kriging,,,exponential,0.0
2.202020202020202,461.4141414141414,0.026087940800948322,kriging,,,exponential,0.0
2.303030303030303,461.4141414141414,0.026087940800948308,kriging,,,exponential,0.0
2.404040404040404,461.4141414141414,0.026087940800948277,kriging,,,exponential,0.0
2.505050505050505,461.4141414141414,0.02608794080094822,kriging,,,exponential,0.0
2.606060606060606,461.4141414141414,0.02608794080094809,kriging,,,exponential,0.0
2.707070707070707,461.4141414141414,0.026087940800947822,kriging,,,exponential,0.0
2.808080808080808,461.4141414141414,0.026087940800947264,kriging,,,exponential,0.0
2.909090909090909,461.4141414141414,0.02608794080094609,kriging,,,exponential,0.0
3.0101010101010104,461.4141414141414,0.026087940800943652,kriging,,,exponential,0.0
3.111111111111111,461.4141414141414,0.02608794080093861,kriging,,,exponential,0.0
3.212121212121212,461.4141414141414,0.02608794080092822,kriging,,,exponential,0.0
3.313131313131313,461.4141414141414,0.026087940800906973,kriging,,,exponential,0.0
3.4141414141414144,461.4141414141414,0.026087940800863765,kriging,,,exponential,0.0
3.515151515151515,461.4141414141414,0.026087940800776522,kriging,,,exponential,0.0
3.616161616161616,461.4141414141414,0.026087940800601735,kriging,,,exponential,0.0
3.717171717171717,461.4141414141414,0.02608794080025448,kriging,,,exponential,0.0
3.8181818181818183,461.4141414141414,0.026087940799571045,kriging,,,exponential,0.0
3.919191919191919,461.4141414141414,0.02608794079823984,kriging,,,exponential,0.0
4.020202020202021,461.4141414141414,0.026087940795676584,kriging,,,exponential,0.0
4.121212121212121,461.4141414141414,0.02608794079080376,kriging,,,exponential,0.0
4.222222222222222,461.4141414141414,0.026087940781671717,kriging,,,exponential,0.0
4.3232323232323235,461.4141414141414,0.02608794076482835,kriging,,,exponential,0.0
4.424242424242424,461.4141414141414,0.026087940734312077,kriging,,,exponential,0.0
4.525252525252525,461.4141414141414,0.026087940680121307,kriging,,,exponential,0.0
4.626262626262626,461.4141414141414,0.026087940586035772,kriging,,,exponential,0.0
4.727272727272727,461.4141414141414,0.026087940426786593,kriging,,,exponential,0.0
4.828282828282829,461.4141414141414,0.026087940164873064,kriging,,,exponential,0.0
4.929292929292929,461.4141414141414,0.026087939747887687,kriging,,,exponential,0.0
5.03030303030303,461.4141414141414,0.026087939108048977,kriging,,,exponential,0.0
5.1313131313131315,461.4141414141414,0.026087938166569145,kriging,,,exponential,0.0
5.232323232323232,461.4141414141414,0.026087936845962337,kriging,,,exponential,0.0
5.333333333333334,461.4141414141414,0.026087935092484287,kriging,,,exponential,0.0
5.434343434343434,461.4141414141414,0.026087932907556444,kriging,,,exponential,0.0
5.5353535353535355,461.4141414141414,0.026087930381041027,kriging,,,exponential,0.0
5.636363636363637,461.4141414141414,0.02608792771244912,kriging,,,exponential,0.0
5.737373737373737,461.4141414141414,0.02608792520305739,kriging,,,exponential,0.0
5.838383838383838,461.4141414141414,0.026087923207793063,kriging,,,exponential,0.0
5.9393939393939394,461.4141414141414,0.026087922052202683,kriging,,,exponential,0.0
6.040404040404041,461.4141414141414,0.026087921940355117,kriging,,,exponential,0.0
6.141414141414141,461.4141414141414,0.02608792289094308,kriging,,,exponential,0.0
6.242424242424242,461.4141414141414,0.02608792473046126,kriging,,,exponential,0.0
6.343434343434343,461.4141414141414,0.026087927146383468,kriging,,,exponential,0.0
6.444444444444445,461.4141414141414,0.02608792977539475,kriging,,,exponential,0.0
6.545454545454545,461.4141414141414,0.026087932289152356,kriging,,,exponential,0.0
6.646464646464646,461.4141414141414,0.026087934448116447,kriging,,,exponential,0.0
6.747474747474747,461.4141414141414,0.02608793611401261,kriging,,,exponential,0.0
6.848484848484849,461.4141414141414,0.026087937229923152,kriging,,,exponential,0.0
6.94949494949495,461.4141414141414,0.026087937785716848,kriging,,,exponential,0.0
7.05050505050505,461.4141414141414,0.02608793778571685,kriging,,,exponential,0.0
7.151515151515151,461.4141414141414,0.026087937229923152,kriging,,,exponential,0.0
7.252525252525253,461.4141414141414,0.02608793611401261,kriging,,,exponential,0.0
7.353535353535354,461.4141414141414,0.026087934448116447,kriging,,,exponential,0.0
7.454545454545454,461.4141414141414,0.026087932289152353,kriging,,,exponential,0.0
7.555555555555555,461.4141414141414,0.02608792977539475,kriging,,,exponential,0.0
7.656565656565657,461.4141414141414,0.026087927146383468,kriging,,,exponential,0.0
7.757575757575758,461.4141414141414,0.026087924730461252,kriging,,,exponential,0.0
7.858585858585858,461.4141414141414,0.026087922890943076,kriging,,,exponential,0.0
7.959595959595959,461.4141414141414,0.026087921940355113,kriging,,,exponential,0.0
8.06060606060606,461.4141414141414,0.02608792205220268,kriging,,,exponential,0.0
8.161616161616163,461.4141414141414,0.026087923207793053,kriging,,,exponential,0.0
8.262626262626263,461.4141414141414,0.02608792520305737,kriging,,,exponential,0.0
8.363636363636363,461.4141414141414,0.02608792771244908,kriging,,,exponential,0.0
8.464646464646464,461.4141414141414,0.026087930381040948,kriging,,,exponential,0.0
8.565656565656566,461.4141414141414,0.026087932907556264,kriging,,,exponential,0.0
8.666666666666668,461.4141414141414,0.026087935092483912,kriging,,,exponential,0.0
8.767676767676768,461.4141414141414,0.026087936845961546,kriging,,,exponential,0.0
8.868686868686869,461.4141414141414,0.02608793816656748,kriging,,,exponential,0.0
8.969696969696969,461.4141414141414,0.026087939108045487,kriging,,,exponential,0.0
9.070707070707071,461.4141414141414,0.026087939747880425,kriging,,,exponential,0.0
9.171717171717171,461.4141414141414,0.026087940164858013,kriging,,,exponential,0.0
9.272727272727273,461.4141414141414,0.02608794042675558,kriging,,,exponential,0.0
9.373737373737374,461.4141414141414,0.026087940585972205,kriging,,,exponential,0.0
9.474747474747474,461.4141414141414,0.02608794067999181,kriging,,,exponential,0.0
9.575757575757574,461.4141414141414,0.02608794073405008,kriging,,,exponential,0.0
9.676767676767676,461.4141414141414,0.026087940764302195,kriging,,,exponential,0.0
9.777777777777779,461.4141414141414,0.026087940780623656,kriging,,,exponential,0.0
9.878787878787879,461.4141414141414,0.02608794078873477,kriging,,,exponential,0.0
9.97979797979798,461.4141414141414,0.0260879407916324,kriging,,,exponential,0.0
10.080808080808081,461.4141414141414,0.026087940790420892,kriging,,,exponential,0.0
10.181818181818182,461.4141414141414,0.026087940784636016,kriging,,,exponential,0.0
10.282828282828282,461.4141414141414,0.026087940772107517,kriging,,,exponential,0.0
10.383838383838384,461.4141414141414,0.02608794074834023,kriging,,,exponential,0.0
10.484848484848484,461.4141414141414,0.026087940705335422,kriging,,,exponential,0.0
10.585858585858587,461.4141414141414,0.026087940629750735,kriging,,,exponential,0.0
10.686868686868687,461.4141414141414,0.02608794050035438,kriging,,,exponential,0.0
10.787878787878787,461.4141414141414,0.026087940284937983,kriging,,,exponential,0.0
10.88888888888889,461.4141414141414,0.02608793993729714,kriging,,,exponential,0.0
10.98989898989899,461.4141414141414,0.026087939395621085,kriging,,,exponential,0.0
11.09090909090909,461.4141414141414,0.026087938584564218,kriging,,,exponential,0.0
11.191919191919192,461.4141414141414,0.026087937424021726,kriging,,,exponential,0.0
11.292929292929292,461.4141414141414,0.02608793584740561,kriging,,,exponential,0.0
11.393939393939394,461.4141414141414,0.026087933829948298,kriging,,,exponential,0.0
11.494949494949495,461.4141414141414,0.02608793142255555,kriging,,,exponential,0.0
11.595959595959595,461.4141414141414,0.026087928779868697,kriging,,,exponential,0.0
11.696969696969697,461.4141414141414,0.02608792616595238,kriging,,,exponential,0.0
11.797979797979798,461.4141414141414,0.026087923922793136,kriging,,,exponential,0.0
11.8989898989899,461.4141414141414,0.026087922399297216,kriging,,,exponential,0.0
12.0,461.4141414141414,0.026087921858728134,kriging,,,exponential,0.0
2.0,462.82828282828285,0.026087940800948336,kriging,,,exponential,0.0
2.101010101010101,462.82828282828285,0.026087940800948336,kriging,,,exponential,0.0
2.202020202020202,462.82828282828285,0.026087940800948336,kriging,,,exponential,0.0
2.303030303030303,462.82828282828285,0.026087940800948332,kriging,,,exponential,0.0
2.404040404040404,462.82828282828285,0.026087940800948332,kriging,,,exponential,0.0
2.505050505050505,462.82828282828285,0.026087940800948332,kriging,,,exponential,0.0
2.606060606060606,462.82828282828285,0.02608794080094833,kriging,,,exponential,0.0
2.707070707070707,462.82828282828285,0.02608794080094833,kriging,,,exponential,0.0
2.808080808080808,462.82828282828285,0.02608794080094833,kriging,,,exponential,0.0
2.909090909090909,462.82828282828285,0.02608794080094833,kriging,,,exponential,0.0
3.0101010101010104,462.82828282828285,0.026087940800948325,kriging,,,exponential,0.0
3.111111111111111,462.82828282828285,0.02608794080094832,kriging,,,exponential,0.0
3.212121212121212,462.82828282828285,0.026087940800948308,kriging,,,exponential,0.0
3.313131313131313,462.82828282828285,0.02608794080094829,kriging,,,exponential,0.0
3.4141414141414144,462.82828282828285,0.026087940800948263,kriging,,,exponential,0.0
3.515151515151515,462.82828282828285,0.02608794080094821,kriging,,,exponential,0.0
3.616161616161616,462.82828282828285,0.026087940800948128,kriging,,,exponential,0.0
3.717171717171717,462.82828282828285,0.026087940800947992,kriging,,,exponential,0.0
3.8181818181818183,462.82828282828285,0.026087940800947774,kriging,,,exponential,0.0
3.919191919191919,462.82828282828285,0.02608794080094742,kriging,,,exponential,0.0
4.020202020202021,462.82828282828285,0.026087940800946875,kriging,,,exponential,0.0
4.121212121212121,462.82828282828285,0.026087940800946025,kriging,,,exponential,0.0
4.222222222222222,462.82828282828285,0.026087940800944745,kriging,,,exponential,0.0
4.3232323232323235,462.82828282828285,0.026087940800942858,kriging,,,exponential,0.0
4.424242424242424,462.82828282828285,0.026087940800940127,kriging,,,exponential,0.0
4.525252525252525,462.82828282828285,0.02608794080093628,kriging,,,exponential,0.0
4.626262626262626,462.82828282828285,0.026087940800930964,kriging,,,exponential,0.0
4.727272727272727,462.82828282828285,0.02608794080092383,kriging,,,exponential,0.0
4.828282828282829,462.82828282828285,0.026087940800914523,kriging,,,exponential,0.0
4.929292929292929,462.82828282828285,0.026087940800902737,kriging,,,exponential,0.0
5.03030303030303,462.82828282828285,0.02608794080088828,kriging,,,exponential,0.0
5.1313131313131315,462.82828282828285,0.026087940800871155,kriging,,,exponential,0.0
5.232323232323232,462.82828282828285,0.02608794080085162,kriging,,,exponential,0.0
5.333333333333334,462.82828282828285,0.026087940800830257,kriging,,,exponential,0.0
5.434343434343434,462.82828282828285,0.02608794080080797,kriging,,,exponential,0.0
5.5353535353535355,462.82828282828285,0.026087940800785955,kriging,,,exponential,0.0
5.636363636363637,462.82828282828285,0.026087940800765624,kriging,,,exponential,0.0
5.737373737373737,462.82828282828285,0.02608794080074843,kriging,,,exponential,0.0
5.838383838383838,462.82828282828285,0.0260879408007357,kriging,,,exponential,0.0
5.9393939393939394,462.82828282828285,0.026087940800728453,kriging,,,exponential,0.0
6.040404040404041,462.82828282828285,0.026087940800727214,kriging,,,exponential,0.0
6.141414141414141,462.82828282828285,0.026087940800731943,kriging,,,exponential,0.0
6.242424242424242,462.82828282828285,0.02608794080074199,kriging,,,exponential,0.0
6.343434343434343,462.82828282828285,0.02608794080075619,kriging,,,exponential,0.0
6.444444444444445,462.82828282828285,0.026087940800772983,kriging,,,exponential,0.0
6.545454545454545,462.82828282828285,0.0260879408007906,kriging,,,exponential,0.0
6.646464646464646,462.82828282828285,0.02608794080080725,kriging,,,exponential,0.0
6.747474747474747,462.82828282828285,0.026087940800821323,kriging,,,exponential,0.0
6.848484848484849,462.82828282828285,0.026087940800831485,kriging,,,exponential,0.0
6.94949494949495,462.82828282828285,0.026087940800836807,kriging,,,exponential,0.0
7.05050505050505,462.82828282828285,0.026087940800836807,kriging,,,exponential,0.0
7.151515151515151,462.82828282828285,0.026087940800831485,kriging,,,exponential,0.0
7.252525252525253,462.82828282828285,0.026087940800821323,kriging,,,exponential,0.0
7.353535353535354,462.82828282828285,0.026087940800807254,kriging,,,exponential,0.0
7.454545454545454,462.82828282828285,0.026087940800790594,kriging,,,exponential,0.0
7.555555555555555,462.82828282828285,0.02608794080077298,kriging,,,exponential,0.0
7.656565656565657,462.82828282828285,0.02608794080075619,kriging,,,exponential,0.0
7.757575757575758,462.82828282828285,0.026087940800741987,kriging,,,exponential,0.0
7.858585858585858,462.82828282828285,0.02608794080073194,kriging,,,exponential,0.0
7.959595959595959,462.82828282828285,0.026087940800727214,kriging,,,exponential,0.0
8.06060606060606,462.82828282828285,0.02608794080072845,kriging,,,exponential,0.0
8.161616161616163,462.82828282828285,0.026087940800735697,kriging,,,exponential,0.0
8.262626262626263,462.82828282828285,0.026087940800748426,kriging,,,exponential,0.0
8.363636363636363,462.82828282828285,0.02608794080076562,kriging,,,exponential,0.0
8.464646464646464,462.82828282828285,0.026087940800785952,kriging,,,exponential,0.0
8.565656565656566,462.82828282828285,0.02608794080080797,kriging,,,exponential,0.0
8.666666666666668,462.82828282828285,0.026087940800830257,kriging,,,exponential,0.0
8.767676767676768,462.82828282828285,0.02608794080085162,kriging,,,exponential,0.0
8.868686868686869,462.82828282828285,0.026087940800871148,kriging,,,exponential,0.0
8.969696969696969,462.82828282828285,0.02608794080088827,kriging,,,exponential,0.0
9.070707070707071,462.82828282828285,0.02608794080090273,kriging,,,exponential,0.0
9.171717171717171,462.82828282828285,0.02608794080091451,kriging,,,exponential,0.0
9.272727272727273,462.82828282828285,0.026087940800923796,kriging,,,exponential,0.0
9.373737373737374,462.82828282828285,0.026087940800930905,kriging,,,exponential,0.0
9.474747474747474,462.82828282828285,0.026087940800936175,kriging,,,exponential,0.0
9.575757575757574,462.82828282828285,0.026087940800939964,kriging,,,exponential,0.0
9.676767676767676,462.82828282828285,0.026087940800942584,kriging,,,exponential,0.0
9.777777777777779,462.82828282828285,0.026087940800944287,kriging,,,exponential,0.0
9.878787878787879,462.82828282828285,0.026087940800945276,kriging,,,exponential,0.0
9.97979797979798,462.82828282828285,0.02608794080094566,kriging,,,exponential,0.0
10.080808080808081,462.82828282828285,0.026087940800945498,kriging,,,exponential,0.0
10.181818181818182,462.82828282828285,0.026087940800944766,kriging,,,exponential,0.0
10.282828282828282,462.82828282828285,0.026087940800943368,kriging,,,exponential,0.0
10.383838383838384,462.82828282828285,0.02608794080094114,kriging,,,exponential,0.0
10.484848484848484,462.82828282828285,0.02608794080093785,kriging,,,exponential,0.0
10.585858585858587,462.82828282828285,0.026087940800933213,kriging,,,exponential,0.0
10.686868686868687,462.82828282828285,0.026087940800926884,kriging,,,exponential,0.0
10.787878787878787,462.82828282828285,0.02608794080091851,kriging,,,exponential,0.0
10.88888888888889,462.82828282828285,0.026087940800907757,kriging,,,exponential,0.0
10.98989898989899,462.82828282828285,0.02608794080089439,kriging,,,exponential,0.0
11.09090909090909,462.82828282828285,0.02608794080087832,kriging,,,exponential,0.0
11.191919191919192,462.82828282828285,0.026087940800859712,kriging,,,exponential,0.0
11.292929292929292,462.82828282828285,0.026087940800839007,kriging,,,exponential,0.0
11.393939393939394,462.82828282828285,0.02608794080081699,kriging,,,exponential,0.0
11.494949494949495,462.82828282828285,0.02608794080079475,kriging,,,exponential,0.0
11.595959595959595,462.82828282828285,0.026087940800773642,kriging,,,exponential,0.0
11.696969696969697,462.82828282828285,0.026087940800755147,kriging,,,exponential,0.0
11.797979797979798,462.82828282828285,0.026087940800740686,kriging,,,exponential,0.0
11.8989898989899,462.82828282828285,0.026087940800731475,kriging,,,exponential,0.0
12.0,462.82828282828285,0.02608794080072831,kriging,,,exponential,0.0
2.0,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
2.101010101010101,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
2.202020202020202,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
2.303030303030303,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
2.404040404040404,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
2.505050505050505,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
2.606060606060606,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
2.707070707070707,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
2.808080808080808,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
2.909090909090909,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
3.0101010101010104,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
3.111111111111111,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
3.212121212121212,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
3.313131313131313,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
3.4141414141414144,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
3.515151515151515,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
3.616161616161616,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
3.717171717171717,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
3.8181818181818183,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
3.919191919191919,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
4.020202020202021,464.24242424242425,0.026087940800948336,kriging,,,exponential,0.0
4.121212121212121,464.24242424242425,0.026087940800948332,kriging,,,exponential,0.0
4.222222222222222,464.24242424242425,0.026087940800948332,kriging,,,exponential,0.0
4.3232323232323235,464.24242424242425,0.026087940800948332,kriging,,,exponential,0.0
4.424242424242424,464.24242424242425,0.026087940800948332,kriging,,,exponential,0.0
4.525252525252525,464.24242424242425,0.026087940800948332,kriging,,,exponential,0.0
4.626262626262626,464.24242424242425,0.026087940800948332,kriging,,,exponential,0.0
4.727272727272727,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
4.828282828282829,464.24242424242425,0.026087940800948332,kriging,,,exponential,0.0
4.929292929292929,464.24242424242425,0.026087940800948332,kriging,,,exponential,0.0
5.03030303030303,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
5.1313131313131315,464.24242424242425,0.026087940800948332,kriging,,,exponential,0.0
5.232323232323232,464.24242424242425,0.026087940800948332,kriging,,,exponential,0.0
5.333333333333334,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
5.434343434343434,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
5.5353535353535355,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
5.636363636363637,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
5.737373737373737,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
5.838383838383838,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
5.9393939393939394,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
6.040404040404041,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
6.141414141414141,464.24242424242425,0.026087940800948332,kriging,,,exponential,0.0
6.242424242424242,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
6.343434343434343,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
6.444444444444445,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
6.545454545454545,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
6.646464646464646,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
6.747474747474747,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
6.848484848484849,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
6.94949494949495,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
7.05050505050505,464.24242424242425,0.026087940800948325,kriging,,,exponential,0.0
7.151515151515151,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
7.252525252525253,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
7.353535353535354,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
7.454545454545454,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
7.555555555555555,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
7.656565656565657,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
7.757575757575758,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
7.858585858585858,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
7.959595959595959,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
8.06060606060606,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
8.161616161616163,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
8.262626262626263,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
8.363636363636363,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
8.464646464646464,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
8.565656565656566,464.24242424242425,0.02608794080094833,kriging,,,exponential,0.0
