Time,Temperature,Rp0.2,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,1844.570875396004,kriging,,,exponential,0.0
2.101010101010101,460.0,1844.8077514419958,kriging,,,exponential,0.0
2.202020202020202,460.0,1845.0442696900504,kriging,,,exponential,0.0
2.303030303030303,460.0,1845.2804286430492,kriging,,,exponential,0.0
2.404040404040404,460.0,1845.5162268385811,kriging,,,exponential,0.0
2.505050505050505,460.0,1845.751662849403,kriging,,,exponential,0.0
2.606060606060606,460.0,1845.9867352838392,kriging,,,exponential,0.0
2.707070707070707,460.0,1846.2214427862252,kriging,,,exponential,0.0
2.808080808080808,460.0,1846.4557840373227,kriging,,,exponential,0.0
2.909090909090909,460.0,1846.6897577547193,kriging,,,exponential,0.0
3.0101010101010104,460.0,1846.9233626932773,kriging,,,exponential,0.0
3.111111111111111,460.0,1847.156597645504,kriging,,,exponential,0.0
3.212121212121212,460.0,1847.3894614419896,kriging,,,exponential,0.0
3.313131313131313,460.0,1847.6219529517866,kriging,,,exponential,0.0
3.4141414141414144,460.0,1847.854071082832,kriging,,,exponential,0.0
3.515151515151515,460.0,1848.0858147822987,kriging,,,exponential,0.0
3.616161616161616,460.0,1848.3171830370684,kriging,,,exponential,0.0
3.717171717171717,460.0,1848.5481748739958,kriging,,,exponential,0.0
3.8181818181818183,460.0,1848.7787893604154,kriging,,,exponential,0.0
3.919191919191919,460.0,1849.0090256044248,kriging,,,exponential,0.0
4.020202020202021,460.0,1849.2388827552968,kriging,,,exponential,0.0
4.121212121212121,460.0,1849.4683600038343,kriging,,,exponential,0.0
4.222222222222222,460.0,1849.6974565827477,kriging,,,exponential,0.0
4.3232323232323235,460.0,1849.9261717669972,kriging,,,exponential,0.0
4.424242424242424,460.0,1850.1545048741416,kriging,,,exponential,0.0
4.525252525252525,460.0,1850.3824552646902,kriging,,,exponential,0.0
4.626262626262626,460.0,1850.6100223424219,kriging,,,exponential,0.0
4.727272727272727,460.0,1850.837205554756,kriging,,,exponential,0.0
4.828282828282829,460.0,1851.0640043930532,kriging,,,exponential,0.0
4.929292929292929,460.0,1851.2904183929438,kriging,,,exponential,0.0
5.03030303030303,460.0,1851.5164471346457,kriging,,,exponential,0.0
5.1313131313131315,460.0,1851.7420902432532,kriging,,,exponential,0.0
5.232323232323232,460.0,1851.9673473890882,kriging,,,exponential,0.0
5.333333333333334,460.0,1852.192218287941,kriging,,,exponential,0.0
5.434343434343434,460.0,1852.4167027013937,kriging,,,exponential,0.0
5.5353535353535355,460.0,1852.6408004370987,kriging,,,exponential,0.0
5.636363636363637,460.0,1852.8645113490347,kriging,,,exponential,0.0
5.737373737373737,460.0,1853.0878353378196,kriging,,,exponential,0.0
5.838383838383838,460.0,1853.3107723509006,kriging,,,exponential,0.0
5.9393939393939394,460.0,1853.5333223829084,kriging,,,exponential,0.0
6.040404040404041,460.0,1854.6510504161993,kriging,,,exponential,0.0
6.141414141414141,460.0,1857.1117434092666,kriging,,,exponential,0.0
6.242424242424242,460.0,1859.572064352598,kriging,,,exponential,0.0
6.343434343434343,460.0,1862.0320239048733,kriging,,,exponential,0.0
6.444444444444445,460.0,1864.4916327731996,kriging,,,exponential,0.0
6.545454545454545,460.0,1866.950901713317,kriging,,,exponential,0.0
6.646464646464646,460.0,1869.4098415299254,kriging,,,exponential,0.0
6.747474747474747,460.0,1871.8684630768557,kriging,,,exponential,0.0
6.848484848484849,460.0,1874.3267772573508,kriging,,,exponential,0.0
6.94949494949495,460.0,1876.7847950242597,kriging,,,exponential,0.0
7.05050505050505,460.0,1879.2425273802894,kriging,,,exponential,0.0
7.151515151515151,460.0,1881.6999853781797,kriging,,,exponential,0.0
7.252525252525253,460.0,1884.1571801209516,kriging,,,exponential,0.0
7.353535353535354,460.0,1886.6141227620271,kriging,,,exponential,0.0
7.454545454545454,460.0,1889.0708245055198,kriging,,,exponential,0.0
7.555555555555555,460.0,1891.527296606298,kriging,,,exponential,0.0
7.656565656565657,460.0,1893.9835503702266,kriging,,,exponential,0.0
7.757575757575758,460.0,1896.4395971543165,kriging,,,exponential,0.0
7.858585858585858,460.0,1898.895448366863,kriging,,,exponential,0.0
7.959595959595959,460.0,1901.351115467569,kriging,,,exponential,0.0
8.06060606060606,460.0,1902.8446829100858,kriging,,,exponential,0.0
8.161616161616163,460.0,1903.6968002102535,kriging,,,exponential,0.0
8.262626262626263,460.0,1904.5487560884985,kriging,,,exponential,0.0
8.363636363636363,460.0,1905.4005547119923,kriging,,,exponential,0.0
8.464646464646464,460.0,1906.2522002998355,kriging,,,exponential,0.0
8.565656565656566,460.0,1907.103697123071,kriging,,,exponential,0.0
8.666666666666668,460.0,1907.9550495047893,kriging,,,exponential,0.0
8.767676767676768,460.0,1908.8062618201113,kriging,,,exponential,0.0
8.868686868686869,460.0,1909.6573384962524,kriging,,,exponential,0.0
8.969696969696969,460.0,1910.508284012519,kriging,,,exponential,0.0
9.070707070707071,460.0,1911.3591029003317,kriging,,,exponential,0.0
9.171717171717171,460.0,1912.209799743191,kriging,,,exponential,0.0
9.272727272727273,460.0,1913.0603791767367,kriging,,,exponential,0.0
9.373737373737374,460.0,1913.910845888684,kriging,,,exponential,0.0
9.474747474747474,460.0,1914.7612046187617,kriging,,,exponential,0.0
9.575757575757574,460.0,1915.6114601587722,kriging,,,exponential,0.0
9.676767676767676,460.0,1916.4616173524696,kriging,,,exponential,0.0
9.777777777777779,460.0,1917.3116810955144,kriging,,,exponential,0.0
9.878787878787879,460.0,1918.1616563354582,kriging,,,exponential,0.0
