Time,Temperature,Rp0.2_sigma,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,124.2499816989177,kriging,,,exponential,0.0
2.101010101010101,460.0,122.80979690170307,kriging,,,exponential,0.0
2.202020202020202,460.0,121.34586569356125,kriging,,,exponential,0.0
2.303030303030303,460.0,119.85727129574097,kriging,,,exponential,0.0
2.404040404040404,460.0,118.3430354598839,kriging,,,exponential,0.0
2.505050505050505,460.0,116.8021124417993,kriging,,,exponential,0.0
2.606060606060606,460.0,115.23338218926537,kriging,,,exponential,0.0
2.707070707070707,460.0,113.63564261456291,kriging,,,exponential,0.0
2.808080808080808,460.0,112.0076007964766,kriging,,,exponential,0.0
2.909090909090909,460.0,110.34786292435217,kriging,,,exponential,0.0
3.0101010101010104,460.0,108.65492275671623,kriging,,,exponential,0.0
3.111111111111111,460.0,106.92714831660518,kriging,,,exponential,0.0
3.212121212121212,460.0,105.16276648212857,kriging,,,exponential,0.0
3.313131313131313,460.0,103.35984504966063,kriging,,,exponential,0.0
3.4141414141414144,460.0,101.51627174289685,kriging,,,exponential,0.0
3.515151515151515,460.0,99.62972950596422,kriging,,,exponential,0.0
3.616161616161616,460.0,97.69766724221675,kriging,,,exponential,0.0
3.717171717171717,460.0,95.71726492686163,kriging,,,exponential,0.0
3.8181818181818183,460.0,93.68539171001227,kriging,,,exponential,0.0
3.919191919191919,460.0,91.59855520519481,kriging,,,exponential,0.0
4.020202020202021,460.0,89.45283958175162,kriging,,,exponential,0.0
4.121212121212121,460.0,87.24382927876843,kriging,,,exponential,0.0
4.222222222222222,460.0,84.96651402978421,kriging,,,exponential,0.0
4.3232323232323235,460.0,82.61516927028897,kriging,,,exponential,0.0
4.424242424242424,460.0,80.18320363920175,kriging,,,exponential,0.0
4.525252525252525,460.0,77.66296176803128,kriging,,,exponential,0.0
4.626262626262626,460.0,75.04546518930381,kriging,,,exponential,0.0
4.727272727272727,460.0,72.32006580952887,kriging,,,exponential,0.0
4.828282828282829,460.0,69.47397288862624,kriging,,,exponential,0.0
4.929292929292929,460.0,66.49159199116252,kriging,,,exponential,0.0
5.03030303030303,460.0,63.353575499197746,kriging,,,exponential,0.0
5.1313131313131315,460.0,60.03541395604602,kriging,,,exponential,0.0
5.232323232323232,460.0,56.50526336892087,kriging,,,exponential,0.0
5.333333333333334,460.0,52.720430764383174,kriging,,,exponential,0.0
5.434343434343434,460.0,48.62133963302329,kriging,,,exponential,0.0
5.5353535353535355,460.0,44.12033439263444,kriging,,,exponential,0.0
5.636363636363637,460.0,39.078613644163035,kriging,,,exponential,0.0
5.737373737373737,460.0,33.250917555363664,kriging,,,exponential,0.0
5.838383838383838,460.0,26.116023790098943,kriging,,,exponential,0.0
5.9393939393939394,460.0,16.01230423894428,kriging,,,exponential,0.0
6.040404040404041,460.0,12.95069026466149,kriging,,,exponential,0.0
6.141414141414141,460.0,23.59546967980311,kriging,,,exponential,0.0
6.242424242424242,460.0,30.042100181687555,kriging,,,exponential,0.0
6.343434343434343,460.0,34.71414569790977,kriging,,,exponential,0.0
6.444444444444445,460.0,38.26727689855605,kriging,,,exponential,0.0
6.545454545454545,460.0,40.993542850565845,kriging,,,exponential,0.0
6.646464646464646,460.0,43.05036995348462,kriging,,,exponential,0.0
6.747474747474747,460.0,44.53065516341186,kriging,,,exponential,0.0
6.848484848484849,460.0,45.490743838328044,kriging,,,exponential,0.0
6.94949494949495,460.0,45.963263780989664,kriging,,,exponential,0.0
7.05050505050505,460.0,45.96326380952091,kriging,,,exponential,0.0
7.151515151515151,460.0,45.490743921302105,kriging,,,exponential,0.0
7.252525252525253,460.0,44.530655293129215,kriging,,,exponential,0.0
7.353535353535354,460.0,43.05037011755639,kriging,,,exponential,0.0
7.454545454545454,460.0,40.99354303269121,kriging,,,exponential,0.0
7.555555555555555,460.0,38.267277079607695,kriging,,,exponential,0.0
7.656565656565657,460.0,34.714145857624246,kriging,,,exponential,0.0
7.757575757575758,460.0,30.042100301108807,kriging,,,exponential,0.0
7.858585858585858,460.0,23.59546974537175,kriging,,,exponential,0.0
7.959595959595959,460.0,12.950690276764043,kriging,,,exponential,0.0
8.06060606060606,460.0,15.901904593066954,kriging,,,exponential,0.0
8.161616161616163,460.0,25.631810538008903,kriging,,,exponential,0.0
8.262626262626263,460.0,32.24052054959606,kriging,,,exponential,0.0
8.363636363636363,460.0,37.42008410612498,kriging,,,exponential,0.0
8.464646464646464,460.0,41.70649376340438,kriging,,,exponential,0.0
8.565656565656566,460.0,45.35377416227955,kriging,,,exponential,0.0
8.666666666666668,460.0,48.50637858709158,kriging,,,exponential,0.0
8.767676767676768,460.0,51.2557257664429,kriging,,,exponential,0.0
8.868686868686869,460.0,53.66388333890527,kriging,,,exponential,0.0
8.969696969696969,460.0,55.77510861794623,kriging,,,exponential,0.0
9.070707070707071,460.0,57.62208958212439,kriging,,,exponential,0.0
9.171717171717171,460.0,59.22958737239812,kriging,,,exponential,0.0
9.272727272727273,460.0,60.61668900399932,kriging,,,exponential,0.0
9.373737373737374,460.0,61.7982643166204,kriging,,,exponential,0.0
9.474747474747474,460.0,62.78594118231686,kriging,,,exponential,0.0
9.575757575757574,460.0,63.58877487261756,kriging,,,exponential,0.0
9.676767676767676,460.0,64.21371476865417,kriging,,,exponential,0.0
9.777777777777779,460.0,64.66593112807206,kriging,,,exponential,0.0
9.878787878787879,460.0,64.94904094252188,kriging,,,exponential,0.0
9.97979797979798,460.0,65.06525736018847,kriging,,,exponential,0.0
10.080808080808081,460.0,65.01547767878094,kriging,,,exponential,0.0
10.181818181818182,460.0,64.79931828561516,kriging,,,exponential,0.0
10.282828282828282,460.0,64.41509977405038,kriging,,,exponential,0.0
10.383838383838384,460.0,63.859780867516704,kriging,,,exponential,0.0
10.484848484848484,460.0,63.12883495284097,kriging,,,exponential,0.0
10.585858585858587,460.0,62.21605712011564,kriging,,,exponential,0.0
10.686868686868687,460.0,61.11328147956864,kriging,,,exponential,0.0
10.787878787878787,460.0,59.809976359159734,kriging,,,exponential,0.0
10.88888888888889,460.0,58.29266561227352,kriging,,,exponential,0.0
10.98989898989899,460.0,56.54409179429819,kriging,,,exponential,0.0
11.09090909090909,460.0,54.541979803404956,kriging,,,exponential,0.0
11.191919191919192,460.0,52.2571534881142,kriging,,,exponential,0.0
11.292929292929292,460.0,49.650548479693875,kriging,,,exponential,0.0
11.393939393939394,460.0,46.668220489814026,kriging,,,exponential,0.0
11.494949494949495,460.0,43.23241601441892,kriging,,,exponential,0.0
11.595959595959595,460.0,39.22407024093,kriging,,,exponential,0.0
11.696969696969697,460.0,34.44377727309018,kriging,,,exponential,0.0
11.797979797979798,460.0,28.505665962361274,kriging,,,exponential,0.0
11.8989898989899,460.0,20.42346017700677,kriging,,,exponential,0.0
12.0,460.0,9.51254444555963e-06,kriging,,,exponential,0.0
2.0,461.4141414141414,126.49798602514467,kriging,,,exponential,0.0
2.101010101010101,461.4141414141414,125.2013504232724,kriging,,,exponential,0.0
2.202020202020202,461.4141414141414,123.8895167988803,kriging,,,exponential,0.0
2.303030303030303,461.4141414141414,122.56228960817269,kriging,,,exponential,0.0
2.404040404040404,461.4141414141414,121.21949020325249,kriging,,,exponential,0.0
2.505050505050505,461.4141414141414,119.86096110948793,kriging,,,exponential,0.0
2.606060606060606,461.4141414141414,118.48657109443818,kriging,,,exponential,0.0
2.707070707070707,461.4141414141414,117.09622117198738,kriging,,,exponential,0.0
2.808080808080808,461.4141414141414,115.68985171124933,kriging,,,exponential,0.0
2.909090909090909,461.4141414141414,114.2674508503434,kriging,,,exponential,0.0
3.0101010101010104,461.4141414141414,112.82906445030909,kriging,,,exponential,0.0
3.111111111111111,461.4141414141414,111.37480786518515,kriging,,,exponential,0.0
3.212121212121212,461.4141414141414,109.90487985043282,kriging,,,exponential,0.0
3.313131313131313,461.4141414141414,108.4195789837133,kriging,,,exponential,0.0
3.4141414141414144,461.4141414141414,106.9193230284431,kriging,,,exponential,0.0
3.515151515151515,461.4141414141414,105.40467173023427,kriging,,,exponential,0.0
3.616161616161616,461.4141414141414,103.87635359558494,kriging,,,exponential,0.0
3.717171717171717,461.4141414141414,102.33529725558125,kriging,,,exponential,0.0
3.8181818181818183,461.4141414141414,100.78266805524767,kriging,,,exponential,0.0
3.919191919191919,461.4141414141414,99.21991051677522,kriging,,,exponential,0.0
4.020202020202021,461.4141414141414,97.64879727961494,kriging,,,exponential,0.0
4.121212121212121,461.4141414141414,96.07148498900428,kriging,,,exponential,0.0
4.222222222222222,461.4141414141414,94.49057733926944,kriging,,,exponential,0.0
4.3232323232323235,461.4141414141414,92.90919501312801,kriging,,,exponential,0.0
4.424242424242424,461.4141414141414,91.33105150585617,kriging,,,exponential,0.0
4.525252525252525,461.4141414141414,89.7605326732808,kriging,,,exponential,0.0
4.626262626262626,461.4141414141414,88.20277616915301,kriging,,,exponential,0.0
4.727272727272727,461.4141414141414,86.66374461494354,kriging,,,exponential,0.0
4.828282828282829,461.4141414141414,85.15028329064285,kriging,,,exponential,0.0
4.929292929292929,461.4141414141414,83.67014937998569,kriging,,,exponential,0.0
5.03030303030303,461.4141414141414,82.23199561155816,kriging,,,exponential,0.0
5.1313131313131315,461.4141414141414,80.84528716342896,kriging,,,exponential,0.0
5.232323232323232,461.4141414141414,79.52012816107712,kriging,,,exponential,0.0
5.333333333333334,461.4141414141414,78.26697487116004,kriging,,,exponential,0.0
5.434343434343434,461.4141414141414,77.09621916700641,kriging,,,exponential,0.0
5.5353535353535355,461.4141414141414,76.01764032277117,kriging,,,exponential,0.0
5.636363636363637,461.4141414141414,75.039746707104,kriging,,,exponential,0.0
5.737373737373737,461.4141414141414,74.16905959266337,kriging,,,exponential,0.0
5.838383838383838,461.4141414141414,73.40942289236725,kriging,,,exponential,0.0
5.9393939393939394,461.4141414141414,72.7614449400634,kriging,,,exponential,0.0
6.040404040404041,461.4141414141414,72.22218011128132,kriging,,,exponential,0.0
6.141414141414141,461.4141414141414,71.78513208297353,kriging,,,exponential,0.0
