Time,Temperature,Rm_sigma,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,0.22103285113217902,kriging,,,gaussian,0.0
2.101010101010101,460.0,0.21147079572231395,kriging,,,gaussian,0.0
2.202020202020202,460.0,0.20432538960725116,kriging,,,gaussian,0.0
2.303030303030303,460.0,0.1914209327065719,kriging,,,gaussian,0.0
2.404040404040404,460.0,0.18385694349326698,kriging,,,gaussian,0.0
2.505050505050505,460.0,0.16617192241461945,kriging,,,gaussian,0.0
2.606060606060606,460.0,0.15651001567036793,kriging,,,gaussian,0.0
2.707070707070707,460.0,0.15709771577593232,kriging,,,gaussian,0.0
2.808080808080808,460.0,0.14895270819420864,kriging,,,gaussian,0.0
2.909090909090909,460.0,0.1217079957101811,kriging,,,gaussian,0.0
3.0101010101010104,460.0,0.12471420166232484,kriging,,,gaussian,0.0
3.111111111111111,460.0,0.1207566256989058,kriging,,,gaussian,0.0
3.212121212121212,460.0,0.11366549663375278,kriging,,,gaussian,0.0
3.313131313131313,460.0,0.09507296197282859,kriging,,,gaussian,0.0
3.4141414141414144,460.0,0.10671734980511186,kriging,,,gaussian,0.0
3.515151515151515,460.0,0.09930006622653835,kriging,,,gaussian,0.0
3.616161616161616,460.0,0.08482994407444734,kriging,,,gaussian,0.0
3.717171717171717,460.0,0.08090583647123888,kriging,,,gaussian,0.0
3.8181818181818183,460.0,0.07465848317274658,kriging,,,gaussian,0.0
3.919191919191919,460.0,0.029616821060003937,kriging,,,gaussian,0.0
4.020202020202021,460.0,0.04221628639004986,kriging,,,gaussian,0.0
4.121212121212121,460.0,0.051513376817039026,kriging,,,gaussian,0.0
4.222222222222222,460.0,0.07723764430499842,kriging,,,gaussian,0.0
4.3232323232323235,460.0,0.05302989237183838,kriging,,,gaussian,0.0
4.424242424242424,460.0,0.06884395891899199,kriging,,,gaussian,0.0
4.525252525252525,460.0,0.05324826979668971,kriging,,,gaussian,0.0
4.626262626262626,460.0,0.030763600850998104,kriging,,,gaussian,0.0
4.727272727272727,460.0,0.013540103243417085,kriging,,,gaussian,0.0
4.828282828282829,460.0,0.06479123929309898,kriging,,,gaussian,0.0
4.929292929292929,460.0,0.0,kriging,,,gaussian,0.0
5.03030303030303,460.0,0.03237260892061701,kriging,,,gaussian,0.0
5.1313131313131315,460.0,0.0,kriging,,,gaussian,0.0
5.232323232323232,460.0,0.027195324449408052,kriging,,,gaussian,0.0
5.333333333333334,460.0,0.04765255762632151,kriging,,,gaussian,0.0
5.434343434343434,460.0,0.03954392617926824,kriging,,,gaussian,0.0
5.5353535353535355,460.0,0.04717962152419536,kriging,,,gaussian,0.0
5.636363636363637,460.0,0.03056394568985401,kriging,,,gaussian,0.0
5.737373737373737,460.0,0.058300028877763414,kriging,,,gaussian,0.0
5.838383838383838,460.0,0.052306748436229976,kriging,,,gaussian,0.0
5.9393939393939394,460.0,0.05381488193112132,kriging,,,gaussian,0.0
6.040404040404041,460.0,0.03660410984728331,kriging,,,gaussian,0.0
6.141414141414141,460.0,0.0,kriging,,,gaussian,0.0
6.242424242424242,460.0,0.061393991412171285,kriging,,,gaussian,0.0
6.343434343434343,460.0,0.0,kriging,,,gaussian,0.0
6.444444444444445,460.0,0.044438818929988945,kriging,,,gaussian,0.0
6.545454545454545,460.0,0.05619154444439413,kriging,,,gaussian,0.0
6.646464646464646,460.0,0.024123797896373242,kriging,,,gaussian,0.0
6.747474747474747,460.0,0.0,kriging,,,gaussian,0.0
6.848484848484849,460.0,0.0335927564433458,kriging,,,gaussian,0.0
6.94949494949495,460.0,0.036540195659361493,kriging,,,gaussian,0.0
7.05050505050505,460.0,0.04734982580805456,kriging,,,gaussian,0.0
7.151515151515151,460.0,0.0,kriging,,,gaussian,0.0
