Time,Temperature,At,technique,kernel,smooth,variogram_model,nugget
2.0,460.0,6.816255750217928,kriging,,,exponential,0.0
2.101010101010101,460.0,6.809636159417321,kriging,,,exponential,0.0
2.202020202020202,460.0,6.803010977881788,kriging,,,exponential,0.0
2.303030303030303,460.0,6.796380226673419,kriging,,,exponential,0.0
2.404040404040404,460.0,6.789743926385154,kriging,,,exponential,0.0
2.505050505050505,460.0,6.783102097127995,kriging,,,exponential,0.0
2.606060606060606,460.0,6.776454758518081,kriging,,,exponential,0.0
2.707070707070707,460.0,6.769801929664199,kriging,,,exponential,0.0
2.808080808080808,460.0,6.763143629155006,kriging,,,exponential,0.0
2.909090909090909,460.0,6.7564798750464234,kriging,,,exponential,0.0
3.0101010101010104,460.0,6.749810684849368,kriging,,,exponential,0.0
3.111111111111111,460.0,6.743136075516823,kriging,,,exponential,0.0
3.212121212121212,460.0,6.736456063432349,kriging,,,exponential,0.0
3.313131313131313,460.0,6.729770664397215,kriging,,,exponential,0.0
3.4141414141414144,460.0,6.7230798936182845,kriging,,,exponential,0.0
3.515151515151515,460.0,6.716383765696652,kriging,,,exponential,0.0
3.616161616161616,460.0,6.709682294615054,kriging,,,exponential,0.0
3.717171717171717,460.0,6.702975493726531,kriging,,,exponential,0.0
3.8181818181818183,460.0,6.696263375742474,kriging,,,exponential,0.0
3.919191919191919,460.0,6.689545952721546,kriging,,,exponential,0.0
4.020202020202021,460.0,6.682823236057994,kriging,,,exponential,0.0
4.121212121212121,460.0,6.676095236470535,kriging,,,exponential,0.0
4.222222222222222,460.0,6.669361963991298,kriging,,,exponential,0.0
4.3232323232323235,460.0,6.662623427954833,kriging,,,exponential,0.0
4.424242424242424,460.0,6.655879636987629,kriging,,,exponential,0.0
4.525252525252525,460.0,6.64913059899715,kriging,,,exponential,0.0
4.626262626262626,460.0,6.642376321161696,kriging,,,exponential,0.0
4.727272727272727,460.0,6.635616809920056,kriging,,,exponential,0.0
4.828282828282829,460.0,6.628852070961441,kriging,,,exponential,0.0
4.929292929292929,460.0,6.622082109215665,kriging,,,exponential,0.0
5.03030303030303,460.0,6.615306928843579,kriging,,,exponential,0.0
5.1313131313131315,460.0,6.608526533227128,kriging,,,exponential,0.0
5.232323232323232,460.0,6.601740924960745,kriging,,,exponential,0.0
5.333333333333334,460.0,6.594950105841641,kriging,,,exponential,0.0
5.434343434343434,460.0,6.588154076861273,kriging,,,exponential,0.0
5.5353535353535355,460.0,6.581352838196799,kriging,,,exponential,0.0
5.636363636363637,460.0,6.574546389201998,kriging,,,exponential,0.0
5.737373737373737,460.0,6.5677347283998335,kriging,,,exponential,0.0
5.838383838383838,460.0,6.560917853473959,kriging,,,exponential,0.0
5.9393939393939394,460.0,6.554095761261188,kriging,,,exponential,0.0
6.040404040404041,460.0,6.5638874902792415,kriging,,,exponential,0.0
6.141414141414141,460.0,6.598602638543487,kriging,,,exponential,0.0
6.242424242424242,460.0,6.633312826964439,kriging,,,exponential,0.0
6.343434343434343,460.0,6.668018243268786,kriging,,,exponential,0.0
6.444444444444445,460.0,6.702719074303491,kriging,,,exponential,0.0
6.545454545454545,460.0,6.73741550602949,kriging,,,exponential,0.0
6.646464646464646,460.0,6.772107723517016,kriging,,,exponential,0.0
6.747474747474747,460.0,6.806795910940651,kriging,,,exponential,0.0
6.848484848484849,460.0,6.841480251574536,kriging,,,exponential,0.0
6.94949494949495,460.0,6.8761609277876845,kriging,,,exponential,0.0
7.05050505050505,460.0,6.9108381210402055,kriging,,,exponential,0.0
7.151515151515151,460.0,6.945512011879195,kriging,,,exponential,0.0
7.252525252525253,460.0,6.980182779935105,kriging,,,exponential,0.0
7.353535353535354,460.0,7.014850603918206,kriging,,,exponential,0.0
7.454545454545454,460.0,7.049515661615484,kriging,,,exponential,0.0
7.555555555555555,460.0,7.084178129887923,kriging,,,exponential,0.0
7.656565656565657,460.0,7.118838184667788,kriging,,,exponential,0.0
7.757575757575758,460.0,7.15349600095612,kriging,,,exponential,0.0
7.858585858585858,460.0,7.188151752820873,kriging,,,exponential,0.0
7.959595959595959,460.0,7.222805613394949,kriging,,,exponential,0.0
8.06060606060606,460.0,7.219081222515659,kriging,,,exponential,0.0
8.161616161616163,460.0,7.189770753367622,kriging,,,exponential,0.0
8.262626262626263,460.0,7.1604584279929835,kriging,,,exponential,0.0
8.363636363636363,460.0,7.1311441165752365,kriging,,,exponential,0.0
8.464646464646464,460.0,7.101827688353865,kriging,,,exponential,0.0
8.565656565656566,460.0,7.072509011623139,kriging,,,exponential,0.0
8.666666666666668,460.0,7.043187953730357,kriging,,,exponential,0.0
8.767676767676768,460.0,7.01386438107497,kriging,,,exponential,0.0
8.868686868686869,460.0,6.984538159107633,kriging,,,exponential,0.0
8.969696969696969,460.0,6.955209152329651,kriging,,,exponential,0.0
9.070707070707071,460.0,6.9258772242925515,kriging,,,exponential,0.0
9.171717171717171,460.0,6.896542237598182,kriging,,,exponential,0.0
9.272727272727273,460.0,6.86720405389879,kriging,,,exponential,0.0
9.373737373737374,460.0,6.837862533897465,kriging,,,exponential,0.0
9.474747474747474,460.0,6.808517537348851,kriging,,,exponential,0.0
9.575757575757574,460.0,6.779168923059929,kriging,,,exponential,0.0
9.676767676767676,460.0,6.749816548891712,kriging,,,exponential,0.0
9.777777777777779,460.0,6.720460271759788,kriging,,,exponential,0.0
9.878787878787879,460.0,6.691099947636986,kriging,,,exponential,0.0
9.97979797979798,460.0,6.661735431554589,kriging,,,exponential,0.0
10.080808080808081,460.0,6.6323665776047855,kriging,,,exponential,0.0
